recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
39.432999	0.206000	0.359000	0.553000	42.201000	23.696121	210.716095
35.216000	0.138000	0.250000	0.533000	37.544998	26.634706	235.615189
35.924000	0.144000	0.450000	0.461000	38.556999	25.935629	229.247055
47.952999	0.195000	0.296000	0.645000	50.646000	19.744896	172.530563
36.721001	0.207000	0.343000	0.502000	38.981998	25.652866	227.982300
35.963001	0.142000	0.271000	0.461000	39.169998	25.529743	225.288254
43.945000	0.225000	0.481000	0.664000	48.285999	20.709936	182.977585
41.588001	0.228000	0.421000	0.531000	44.298000	22.574383	198.876419
41.973000	0.143000	0.277000	0.734000	44.266998	22.590193	200.593231
42.423000	0.145000	0.264000	0.480000	44.758999	22.341875	196.022995
43.819000	0.187000	0.300000	0.618000	47.231998	21.172087	186.372101
45.528000	0.213000	0.380000	0.803000	48.355999	20.679958	184.498825
44.006001	0.208000	0.390000	0.513000	46.960999	21.294266	188.911346
45.700001	0.206000	0.341000	0.800000	48.673000	20.545271	181.925995
42.327000	0.208000	0.373000	0.547000	45.403000	22.024977	195.830795
44.840000	0.159000	0.425000	0.521000	47.810001	20.916126	183.928421
41.598999	0.166000	0.463000	0.509000	45.174999	22.136137	196.334961
43.333000	0.198000	0.524000	0.570000	46.303001	21.596872	191.862396
46.379002	0.212000	0.479000	0.860000	49.452999	20.221220	180.559372
36.845001	0.161000	0.325000	0.595000	40.143002	24.910942	220.312225
45.388000	0.135000	0.345000	0.703000	48.367001	20.675253	183.513992
37.070007	0.197000	0.385000	0.579000	40.630005	24.612352	219.269791
39.811001	0.212000	0.399000	0.539000	42.588001	23.480791	207.927002
36.306000	0.441000	0.440000	0.496000	39.879002	25.075853	224.204407
36.098999	0.183000	0.393000	0.799000	39.195999	25.512808	231.052933
38.769001	0.189000	0.299000	0.513000	41.409000	24.149340	212.865601
46.325001	0.186000	0.294000	0.765000	48.675999	20.544006	182.028656
40.766998	0.159000	0.464000	0.559000	43.769001	22.847219	201.421677
37.005001	0.234000	0.405000	0.462000	40.210999	24.868818	221.891510
35.841999	0.144000	0.255000	0.490000	38.480999	25.986851	230.659027
38.048000	0.211000	0.403000	0.529000	41.111000	24.324390	215.280197
36.061001	0.165000	0.360000	0.812000	38.834999	25.749968	232.926315
44.623001	0.235000	0.377000	0.516000	47.355999	21.116650	186.604263
46.327999	0.214000	0.391000	0.529000	48.790001	20.496002	179.916534
