framenum	recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
285	17.184999	0.198000	6.285000	0.381000	26.010000	38.446751	176.970520
286	19.625000	9.204000	8.597000	0.680000	30.632999	32.644535	159.560043
287	24.365000	0.181000	4.917000	0.365000	31.591999	31.653584	126.373871
288	22.414000	0.210000	6.315000	0.812000	30.968000	32.291397	140.563431
289	19.313000	0.186000	6.245000	0.606000	27.871000	35.879589	160.376694
290	21.799000	0.146000	3.728000	0.354000	26.766001	37.360828	144.238632
291	19.819000	0.185000	6.304000	0.406000	30.763000	32.506580	144.338303
292	19.209999	0.180000	6.307000	0.653000	27.764999	36.016567	162.438568
293	22.112000	0.427000	7.946000	0.358000	31.789000	31.457422	141.771790
294	17.867004	0.250000	6.286000	0.392000	26.726990	37.415363	166.212692
295	20.809999	0.261000	6.314000	0.405000	29.535999	33.856987	150.972794
296	20.083000	0.198000	6.194000	0.409000	28.834000	34.681278	155.544296
297	18.233999	0.182000	6.271000	0.272000	27.086000	36.919441	162.987778
298	22.179001	0.880000	8.298000	0.372000	32.264000	30.994297	142.539246
299	17.478001	0.187000	6.247000	0.636000	26.554001	37.659107	174.196136
300	19.886000	0.227000	6.290000	1.165000	28.464001	35.132095	158.182648
301	18.073999	0.198000	6.313000	1.111000	27.431999	36.453777	174.419144
302	15.850000	0.231000	6.379000	1.208000	26.600000	37.593983	188.852463
303	16.586000	0.226000	6.282000	0.651000	25.497999	39.218765	192.495392
304	19.018000	0.489000	10.622000	0.519000	32.723999	30.558613	178.992355
305	15.202000	0.175000	5.805000	0.459000	22.863001	43.738789	210.368576
306	20.541000	0.203000	6.313000	1.210000	30.582001	32.698971	150.371445
307	15.884000	0.459000	6.298000	0.394000	26.167999	38.214615	180.373032
308	19.017000	0.215000	5.825000	0.388000	28.448000	35.151855	156.899506
309	17.355000	0.213000	6.027000	0.414000	29.344000	34.078518	146.923615
310	18.922001	0.398000	5.094000	0.371000	31.187000	32.064644	161.951630
311	20.106001	0.155000	4.580000	0.380000	26.049000	38.389191	155.420868
312	19.820000	0.455000	6.319000	1.041000	28.466000	35.129627	160.565720
313	19.386000	0.195000	6.260000	0.468000	28.125000	35.555557	164.485062
314	19.073000	7.162000	6.232000	0.401000	28.634001	34.923515	156.484222
315	24.875999	2.149000	4.565000	0.386000	30.917999	32.343620	126.266922
316	22.497000	0.203000	6.329000	0.408000	30.327999	32.972832	138.967529
317	20.999001	0.164000	6.219000	0.391000	28.864000	34.645233	150.711365
318	20.197001	0.256000	6.295000	0.421000	27.990000	35.727047	156.008972
319	20.183001	0.203000	6.296000	1.136000	29.096001	34.368984	154.539368
320	18.201000	0.476000	6.259000	0.380000	26.635000	37.544582	168.800293
321	20.875000	0.198000	6.312000	1.281000	30.025000	33.305580	150.725876
322	16.695999	0.516000	6.297000	0.403000	25.421000	39.337555	182.441925
323	19.396000	0.231000	6.502000	1.192000	28.945999	34.547089	164.011505
324	18.302000	0.187000	6.283000	1.117000	27.500000	36.363636	174.031677
325	18.222000	0.268000	6.326000	0.331000	27.461000	36.415279	173.848206
326	16.999001	0.308000	8.805000	0.414000	30.540001	32.743942	166.406799
327	17.177000	0.195000	6.335000	0.387000	27.684000	36.121948	161.102310
328	18.969999	0.197000	6.287000	1.103027	28.473999	35.119759	160.697464
329	18.037001	0.184000	6.305000	0.687000	26.254000	38.089436	177.140610
330	18.746000	0.199000	6.288000	1.145000	28.431000	35.172874	166.725555
331	18.896000	0.334000	8.895000	0.387000	30.625999	32.651997	166.938736
332	17.113001	0.190000	5.712000	2.285000	26.110001	38.299500	186.614243
333	20.474001	0.119000	2.847000	1.738000	27.055000	36.961742	153.690414
334	20.802000	0.192000	6.306000	0.660000	29.915001	33.428043	143.709412
335	19.167999	0.185000	6.289000	0.394000	26.926001	37.138824	166.071655
336	19.268000	0.435000	9.089000	0.360000	30.153999	33.163097	163.047150
337	17.440001	0.697000	6.313000	0.376000	25.680000	38.940811	182.739853
338	19.590000	0.211000	6.896000	0.403000	28.069000	35.626492	160.994720
339	19.261000	0.334000	9.336000	0.368000	30.445999	32.845039	163.336105
340	15.309000	0.201000	6.276000	0.623000	24.018999	41.633709	196.725266
341	19.995001	0.392000	11.544000	0.418000	33.560001	29.797377	154.890762
342	15.085000	0.524000	6.294000	1.707000	24.205000	41.313778	212.465408
343	18.268000	0.333000	12.648000	0.477000	32.813999	30.474798	173.434448
344	11.395000	0.227000	6.257000	4.443000	23.759001	42.089314	262.828400
345	19.423000	0.684000	12.031000	0.412000	33.390999	29.948191	160.057205
346	13.999000	0.279000	6.116000	2.177000	24.035000	41.605991	216.652145
347	16.204000	0.209000	6.264000	0.331000	24.476999	40.854683	196.453918
348	18.549000	0.258000	6.930000	0.376000	28.486000	35.104965	171.874268
349	19.892000	0.184000	6.277000	0.351000	27.694000	36.108906	158.238556
350	18.528000	0.182000	6.330000	0.377000	27.285000	36.650173	162.278732
351	18.818001	0.241000	6.337000	1.123000	28.103001	35.583389	168.800293
352	17.573999	0.334000	9.650000	0.494000	30.770000	32.499187	172.746033
353	15.535000	0.219000	6.293000	0.842000	24.061001	41.561031	203.364487
354	19.489000	0.444000	6.309000	1.129000	28.181999	35.483643	162.480698
355	18.754999	0.200000	6.366000	1.173000	27.921000	35.815338	166.247879
356	18.829000	0.332000	9.740000	0.441000	30.665001	32.610466	169.119171
357	14.692000	0.191000	6.376000	0.711000	23.969000	41.720554	203.946884
358	18.968000	0.196000	6.281000	1.137000	28.606001	34.957699	165.685272
359	18.635000	0.206000	6.949000	1.134000	28.576000	34.994400	167.823898
360	18.389999	0.221000	6.296000	0.450000	26.290001	38.037273	173.492050
361	19.348000	0.467000	6.300000	1.244000	30.049000	33.278976	153.743195
362	19.323000	0.359000	8.937000	0.369000	30.069000	33.256844	168.827591
363	15.266000	0.270000	6.286000	2.843000	26.306999	38.012699	197.084091
364	18.073999	0.192000	6.310000	1.294000	27.216999	36.741745	175.042740
365	18.694000	0.315000	6.345000	1.065000	27.555000	36.291054	168.220322
366	17.976999	0.207000	6.257000	0.807000	27.282000	36.654205	175.130798
367	19.525999	0.676000	9.808000	0.454000	31.212999	32.037933	164.467773
368	15.010000	0.171000	6.143000	1.222000	24.226999	41.276264	200.835785
369	18.851999	0.196000	6.311000	1.154000	27.791000	35.982872	163.626114
370	16.879999	0.211000	6.297000	0.381000	26.577999	37.625103	178.675934
371	18.046000	0.211000	6.296000	1.256000	27.507999	36.353062	173.127792
372	17.332001	0.216000	6.395000	1.145000	26.097000	38.318581	182.921204
373	20.907000	0.222000	6.341000	0.427000	29.724001	33.642845	150.725876
374	18.412001	0.188000	6.300000	0.402000	27.152000	36.829700	162.691589
375	21.172001	0.195000	6.251000	0.399000	29.857000	33.492981	149.133316
376	18.094000	0.205000	6.262000	0.376000	26.600000	37.593983	166.512909
