framenum	recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
377	20.414000	0.199000	6.373000	1.086000	29.277000	34.156506	153.969833
378	20.950001	0.193000	6.060000	0.369000	29.517000	33.878780	145.167480
379	20.291000	0.191000	6.354000	0.396000	28.540001	35.038540	156.296890
380	20.660000	0.198000	6.311000	0.375000	28.761999	34.768097	152.315765
381	20.407000	0.186000	6.274000	0.403000	28.750000	34.782608	153.000000
382	20.132000	0.207000	6.303000	0.412000	28.577000	34.993176	151.799255
383	20.153999	0.182000	6.311000	0.406000	28.533001	35.047138	155.505707
384	21.393000	0.181000	6.143000	0.347000	29.211000	34.233677	147.992249
385	19.063999	0.189000	6.309000	0.417000	27.822001	35.942780	159.259979
386	20.243999	0.186000	6.298000	1.112000	28.780001	34.746349	157.119781
387	20.893000	0.180000	6.079000	0.346000	28.545000	35.032406	150.407516
388	20.068001	0.187000	6.272000	0.371000	27.910999	35.828171	157.356491
389	21.044001	0.463000	8.245000	0.344000	31.070999	32.184353	149.867981
390	17.472000	0.190000	6.369000	0.397000	25.868000	38.657803	176.293457
391	21.743000	0.215000	5.914000	0.873000	29.809999	33.545792	145.140579
392	19.016001	6.689000	6.268000	0.650000	27.509001	36.351738	165.562714
393	27.408001	0.320000	4.334000	0.375000	33.486000	29.863226	115.047729
394	21.827000	0.169000	6.016000	0.350000	29.348000	34.073872	144.624756
395	20.367001	0.175000	6.286000	0.414000	28.473000	35.120991	152.865646
396	19.728001	0.196000	6.389000	0.427000	27.959000	35.766659	158.542801
397	20.945999	0.207000	6.089000	0.428000	29.438000	33.969700	149.560394
398	19.094971	0.237000	6.115000	0.364000	29.419983	33.990501	146.040314
399	21.011999	0.171000	6.266000	0.355000	28.903000	34.598484	150.270477
400	18.386999	0.182000	6.252000	0.377000	26.934999	37.126415	164.372879
401	21.608000	0.342000	8.740000	0.398000	32.192001	31.063618	146.916748
402	18.045000	0.207000	6.298000	0.666000	27.386000	36.515007	167.339920
403	19.924000	0.199000	6.335000	0.619000	29.136000	34.321800	149.968430
404	18.933001	0.198000	6.338000	1.124000	28.670000	34.879665	164.631943
405	19.110001	0.197000	6.289000	0.391000	27.188000	36.780933	162.691589
406	21.174000	0.199000	6.265000	1.129000	30.035000	33.294491	146.135620
407	17.221001	0.195000	6.321000	0.435000	28.997000	34.486328	150.436417
408	19.709000	0.212000	6.309000	0.587000	28.414000	35.193920	157.633560
409	20.068001	0.356000	8.856000	3.183000	33.351002	29.984106	157.017441
410	15.155000	0.164000	5.403000	3.055000	24.732000	40.433445	209.608658
411	17.395000	0.175000	6.323000	1.121000	27.500000	36.363636	166.920959
412	19.066000	0.232000	7.318000	0.374000	29.268999	34.165840	166.947632
413	18.808001	0.180000	6.269000	0.585000	28.271000	35.371937	161.667526
414	19.025000	0.187000	6.324000	0.347000	28.031000	35.674789	154.707230
415	20.424999	0.325000	8.775000	0.353000	30.844999	32.420166	153.735641
416	14.516000	0.176000	6.305000	2.529000	24.818001	40.293335	213.086716
417	17.761000	0.840000	6.884000	0.394000	26.101999	38.311241	179.443359
418	19.726000	0.199000	6.299000	0.357000	28.242001	35.408257	156.625000
419	19.813999	0.242000	6.324000	0.359000	29.063999	34.406826	159.844910
420	19.030001	3.747000	3.467000	1.178000	25.851000	38.683224	162.945404
421	25.240999	0.209000	5.313000	0.362000	33.051998	30.255358	125.147377
422	21.926001	0.233000	6.065000	0.367000	29.452000	33.953552	144.986115
423	18.681000	0.181000	6.280000	0.385000	27.160000	36.818851	162.835312
424	20.480000	0.219000	6.246000	1.132000	29.355000	34.065746	154.318634
425	19.115000	0.195000	6.318000	0.394000	26.937000	37.123657	166.177338
426	20.781000	0.396000	9.113000	0.332000	31.506001	31.739986	153.134583
427	16.499001	2.616000	2.289000	5.428000	25.674999	38.948395	185.729355
428	23.375000	0.111000	1.871000	2.382000	28.365000	35.254715	135.021317
429	22.843000	0.197000	5.963000	0.400000	30.313999	32.988060	138.067413
430	20.605000	0.190000	6.307000	0.389000	28.582001	34.987053	154.068253
431	20.198999	0.178000	6.284000	0.451000	28.430000	35.174110	154.600372
432	19.316999	0.179000	6.276001	0.408000	27.934998	35.797390	157.562241
433	19.879999	0.196000	6.294000	1.161000	28.834999	34.680077	157.633560
434	19.308001	0.192000	6.325000	0.376000	27.200001	36.764706	163.711609
435	19.961000	0.235000	6.272000	0.392000	28.646999	34.907669	158.751633
436	19.434000	0.190000	6.303000	0.416000	28.334999	35.292042	161.036087
437	17.556000	0.209000	6.280000	0.414000	27.957001	35.769215	158.230576
438	19.003000	0.185000	6.281000	1.158000	28.348000	35.275856	162.161148
439	18.856001	0.228000	7.126000	0.375000	28.372000	35.246017	168.166168
440	19.625999	0.193000	6.322000	0.395000	27.514999	36.343815	161.027802
441	20.200001	0.221000	6.058000	0.374000	29.799000	33.558174	144.538025
442	19.992001	0.181000	6.297000	0.386000	27.841000	35.918251	158.743607
443	20.396999	0.336000	8.684000	0.368000	31.025000	32.232071	153.886658
444	18.424999	0.187000	5.090000	0.926000	25.502001	39.212608	172.365906
445	19.409000	0.581000	6.329000	0.610000	30.542999	32.740726	140.759186
446	17.500000	0.191000	6.339000	1.113000	26.841000	37.256435	173.319321
447	19.247000	0.430000	6.314000	0.383000	28.318001	35.313229	154.569855
448	20.535999	0.327000	8.078000	0.411000	31.319000	31.929499	155.159195
449	16.370001	0.210000	6.257000	0.399000	26.424000	37.844383	171.488617
450	19.368999	0.258000	6.282000	1.112000	28.903999	34.597290	161.884674
451	17.389000	0.296000	6.327000	1.178000	27.159000	36.820206	182.314529
452	19.931999	0.223000	6.365000	0.402000	28.788000	34.736694	157.174957
453	17.917999	0.712000	9.564000	0.362000	30.096001	33.227005	170.657364
454	17.254000	0.195000	6.281000	0.503000	25.481001	39.244926	180.862335
455	19.327000	0.224000	6.327000	1.117000	30.118999	33.201633	153.833771
456	19.239000	9.496000	9.004000	0.369000	29.940001	33.400131	164.952621
457	25.117001	0.496000	4.569000	0.383000	32.187000	31.068443	122.118553
458	21.792999	0.189000	6.077000	0.346000	29.466000	33.937420	144.778458
459	21.177999	6.652000	6.225000	0.426000	29.177000	34.273571	149.503326
460	25.981001	0.185000	4.556000	0.362000	32.455002	30.811892	120.800346
461	21.093000	0.259000	6.334000	0.354000	28.955999	34.535156	151.439758
462	20.097000	0.191000	6.267000	0.377000	27.868999	35.882164	159.009445
463	14.891000	0.219000	6.276000	1.275000	26.625999	37.557274	184.863724
464	14.915000	0.200000	6.373000	0.646000	23.229000	43.049637	222.056549
465	15.429000	0.458000	6.304000	0.349000	24.016001	41.638905	205.202347
466	14.284000	0.500000	12.692000	1.262000	30.874001	32.389713	210.538193
467	9.122986	0.347000	12.632000	1.236000	25.265015	39.580425	343.466522
468	9.237000	0.184000	6.344000	0.302000	17.843000	56.044384	340.813568
469	17.820999	0.188000	6.372000	0.632000	26.329000	37.980934	177.793915
470	16.510000	0.537000	6.248000	0.667000	25.490999	39.229534	181.312347
471	18.434000	0.601000	6.291000	0.427000	26.348000	37.953545	171.704742
472	18.500000	0.229000	6.284000	1.179000	27.143000	36.841911	172.053589
473	16.356001	0.486000	6.368000	1.215000	26.076000	38.349442	185.773392
474	14.688000	0.195000	6.284000	0.417000	26.392000	37.890270	177.471680
475	16.068001	0.220000	6.338000	0.651000	27.719000	36.076336	169.723755
476	18.458000	0.352000	9.140000	0.381000	29.315001	34.112228	171.479218
477	14.320000	0.222000	6.318000	0.531000	22.419001	44.605022	223.913086
478	19.372999	1.484000	10.854000	0.483000	32.299999	30.959753	162.573410
479	14.757000	0.166000	5.568000	0.780000	22.450001	44.543427	214.560394
480	17.719999	0.199000	6.284000	0.598000	26.149000	38.242378	175.828522
481	16.944000	0.565000	6.553000	1.232000	27.417999	36.472393	179.824402
482	15.202000	0.195000	6.281000	1.179000	24.632000	40.597595	205.417603
483	17.971001	0.704000	9.460000	0.383000	29.504000	33.893711	174.594070
484	13.368000	1.236000	6.294000	0.450000	23.309000	42.901882	205.552338
485	19.490999	0.410000	10.298000	0.366000	31.587999	31.657593	163.293564
486	12.716000	0.524000	6.308000	0.351000	21.190001	47.192070	239.853043
487	17.993000	0.218000	6.284000	0.421000	26.480000	37.764351	174.779129
488	15.191000	0.212000	6.387000	1.135000	25.471001	39.260334	198.771881
489	16.367001	0.188000	6.264000	0.440000	25.011000	39.982407	185.158646
490	18.511999	0.391000	9.929000	0.374000	30.410999	32.882839	171.959167
491	14.567000	0.175000	5.584000	0.619000	22.040001	45.372047	219.967712
492	16.993000	0.199000	6.318000	1.220000	27.476999	36.394077	169.274490
493	17.952999	0.361000	8.746000	0.367000	29.305000	34.123871	176.115112
494	15.561000	4.434000	4.064000	0.325000	21.879999	45.703842	191.343430
495	25.143999	0.155000	5.424000	0.412000	32.098999	31.153620	125.247429
496	18.187000	0.180000	6.815000	0.395000	26.784000	37.335724	173.935059
497	17.486000	0.499000	6.286000	0.396000	26.350000	37.950665	172.908066
498	18.770000	0.243000	6.317000	0.442000	27.002001	37.034294	167.098969
499	16.708000	0.199000	6.291000	0.411000	25.033001	39.947269	182.985275
500	19.443001	1.307000	8.909000	0.465000	30.721001	32.551022	158.047012
501	14.275000	0.160000	6.011000	0.388000	22.445999	44.551369	212.652878
502	16.690001	0.183000	6.288000	1.323000	26.698999	37.454586	181.417328
503	15.732000	0.221000	6.284000	0.408000	23.561001	42.443020	202.261810
504	18.656982	0.369000	10.194000	0.356000	30.773010	32.496010	170.778076
505	12.680000	0.726000	6.290000	0.372000	22.858999	43.746449	211.633133
506	19.645000	0.379000	10.315000	0.414000	31.966000	31.283239	162.152771
507	12.926000	0.171000	4.130000	3.275000	21.840000	45.787544	241.033844
508	15.634000	0.162000	4.750000	1.202000	23.492001	42.567680	202.027069
509	16.912001	0.211000	6.285000	0.405000	25.646000	38.992435	188.738724
510	19.113001	0.211000	6.168000	0.350000	27.947001	35.782017	162.742294
511	19.482000	0.205000	6.362000	0.363000	27.389999	36.509674	162.068893
512	18.410999	0.190000	6.262000	0.384000	26.240000	38.109756	169.650253
513	16.547001	0.474000	6.378000	1.158000	26.148001	38.243843	190.089783
514	17.209000	0.287000	8.680000	0.418000	27.947001	35.782017	180.966797
515	14.863000	0.183000	6.259000	0.375000	23.837999	41.949829	197.980667
516	18.240000	0.327000	10.798000	0.430000	31.136000	32.117165	174.506577
517	20.363001	0.171000	5.861000	0.351000	27.768999	36.011379	155.567474
518	16.489000	0.198000	6.293000	0.440000	24.379999	41.017227	190.679718
519	15.980000	0.196000	6.254000	0.518000	27.620001	36.205647	169.944672
520	16.778000	0.234000	6.321000	1.102000	26.107000	38.303902	188.863846
521	17.603001	0.246000	6.311000	1.168000	27.367001	36.540359	177.180664
522	15.449000	0.199000	6.283000	0.479000	25.649000	38.987873	177.401352
523	16.238001	0.695000	8.934000	0.459000	30.233999	33.075348	162.953873
524	16.024000	0.196000	6.337000	0.412000	24.243000	41.249020	194.490723
525	18.850000	0.305000	9.309000	0.422000	30.223000	33.087383	167.662277
526	12.969000	0.205000	6.273000	0.386000	23.340000	42.844902	208.562302
527	17.992001	0.273000	6.349000	0.392000	26.724001	37.419548	174.954773
528	17.044001	0.345000	9.061000	0.441000	28.827999	34.688499	185.927719
529	13.387000	0.188000	6.263000	0.394000	22.049000	45.353531	227.077332
530	18.579000	0.919000	6.288000	1.227000	27.546000	36.302914	170.490250
531	17.436001	0.203000	6.318000	1.213000	27.118000	36.875877	179.979340
532	17.584999	0.222000	6.214000	0.356000	26.204000	38.162113	181.480347
533	17.700001	0.609000	6.302000	0.516000	25.631001	39.015255	178.584290
534	19.768000	0.220000	6.393000	0.377000	28.152000	35.521454	161.011246
535	18.187000	0.205000	6.361000	0.363000	27.108000	36.889481	165.414139
536	18.066000	0.975000	6.269000	0.832000	26.490999	37.748669	175.690506
537	18.909000	0.228000	6.278000	1.148000	27.600000	36.231884	168.664032
538	18.834999	0.209000	6.283000	0.426000	26.985001	37.057625	167.572601
539	16.868000	0.178000	6.292000	0.393000	25.615000	39.039627	180.227768
540	16.704000	0.200000	6.286000	0.405000	24.827000	40.278728	187.071045
541	17.556030	0.231000	6.373000	1.115000	27.125977	36.865032	178.604584
542	16.128000	0.198000	6.276000	1.131000	25.510000	39.200314	193.589508
543	14.966000	7.395000	6.350000	0.427000	25.214001	39.660503	207.787796
544	23.347000	0.255000	5.457000	0.378000	31.142000	32.110977	135.958694
545	20.054001	0.188000	6.310000	0.382000	28.018999	35.690067	157.832062
546	17.377001	0.219000	6.318000	0.375000	25.084999	39.864464	183.682510
547	18.261000	1.486000	10.811000	0.343000	30.848000	32.417011	171.554337
548	16.360001	0.156000	6.095000	0.379000	23.916000	41.813011	194.418304
549	18.591999	0.196000	6.915000	1.195000	29.667999	33.706352	160.343887
550	15.801000	0.359000	6.406000	1.136000	24.711000	40.467808	199.417038
551	15.516000	0.455000	6.354000	0.408000	25.548000	39.142006	191.320053
552	18.433001	0.200000	6.368000	1.153000	27.363001	36.545700	170.992630
553	17.708000	0.374000	6.515000	1.166000	28.006001	35.706635	173.396057
554	15.384000	0.193000	6.273000	0.387000	23.105000	43.280678	205.404129
555	18.875000	0.526000	6.313000	0.683000	27.608999	36.220074	165.257095
556	16.431999	0.217000	6.439000	0.423000	26.042999	38.398037	184.765610
557	18.382000	0.222000	6.291000	1.122000	27.634001	36.187305	174.050995
558	15.514000	6.813000	6.319000	0.670000	25.731001	38.863625	186.658722
559	24.756001	0.209000	5.095000	0.392000	31.381001	31.866415	127.385971
560	19.441999	0.173000	6.352000	0.403000	27.733999	36.056828	160.994720
561	16.604000	0.201000	6.281000	0.415000	25.908001	38.598114	176.273636
562	15.903000	0.988000	6.321000	0.399000	24.820000	40.290089	188.375610
563	20.398001	0.445000	6.324000	0.403000	28.868000	34.640430	156.133347
564	16.827999	0.199000	6.321000	1.158000	26.648001	37.526268	184.754730
565	15.838000	1.184000	6.306000	0.403000	24.429001	40.934952	190.784210
566	20.330000	0.225000	6.325000	1.166000	30.049000	33.278976	154.432724
567	15.671000	0.468000	6.290000	0.454000	25.747000	38.839478	190.170547
568	17.618000	0.230000	6.289000	1.169000	26.834000	37.266155	175.081879
569	15.326000	0.342000	10.574000	0.436000	29.346001	34.076195	196.355438
570	13.692000	0.228000	6.284000	0.382000	21.601999	46.292011	234.538940
571	20.285000	0.218000	6.294000	1.234000	28.948999	34.543507	157.104034
572	15.954000	0.191000	6.348000	1.119000	24.771999	40.368160	195.827774
573	17.525999	6.958000	6.447000	0.697000	26.743999	37.391563	181.249435
574	21.785000	0.337000	6.581000	0.385000	31.693001	31.552708	134.603714
575	17.212000	0.190000	6.258000	0.511000	25.268999	39.574184	182.580109
576	20.856001	0.206000	6.116000	0.344000	28.667999	34.882099	149.689011
577	17.427979	0.454000	6.303000	0.462000	25.799011	38.761177	176.611389
578	21.117001	0.335000	8.783000	0.448000	31.629000	31.616554	150.696884
579	14.002000	0.222000	6.293000	0.455000	23.780001	42.052143	201.119385
580	16.014000	2.323000	6.930000	1.189000	26.795000	37.320396	181.690826
581	19.306000	0.212000	6.314000	1.153000	28.659000	34.893051	165.056900
582	16.530001	0.183000	6.298000	0.420000	24.469999	40.866367	190.819077
583	17.775999	0.204000	6.281000	1.195000	27.233999	36.718807	177.642731
584	16.118999	0.196000	6.317000	1.109000	26.547001	37.669037	193.973022
585	18.691999	0.403000	8.619000	0.436000	29.965000	33.372269	170.545914
586	15.752000	0.203000	6.315000	0.713000	25.895000	38.617493	182.495041
587	17.083000	0.349000	11.231000	0.353000	29.962000	33.375610	186.803375
588	13.751000	0.179000	5.769000	0.364000	21.606001	46.283440	231.267258
589	17.653000	0.190000	6.612000	1.161000	27.437000	36.447132	173.271408
590	20.454000	0.430000	6.605000	0.431000	29.111000	34.351276	155.869278
591	14.678000	0.186000	6.349000	0.397000	25.587000	39.082348	178.006012
592	18.127001	0.204000	6.386000	1.182000	27.855000	35.900200	165.510254
593	15.832000	0.194000	6.279000	0.646000	24.733999	40.430180	193.649353
594	17.112000	0.292000	8.978000	0.443000	28.718000	34.821365	183.585648
595	13.340000	0.784000	11.801000	0.445000	28.131001	35.547970	224.732132
596	12.799000	0.195000	6.259000	0.428000	20.851999	47.957031	247.937973
597	18.718000	0.292000	6.345000	1.177000	28.157000	35.515148	167.330978
598	13.386000	0.212000	6.446000	1.279000	26.160000	38.226299	202.851059
599	17.055000	0.352000	10.450000	0.354000	29.680000	33.692722	181.827896
600	13.836000	0.189000	6.277000	0.652000	22.556000	44.334103	217.539566
601	19.636999	0.360000	12.211000	0.332000	33.395000	29.944603	160.163574
602	10.255000	0.807000	6.349000	0.914000	20.448999	48.902149	272.971527
603	16.858999	0.183000	6.316000	0.363000	26.579000	37.623688	173.973679
604	16.806000	0.194000	6.323000	1.137000	26.636000	37.543175	188.477600
605	10.925000	0.185000	6.284000	0.414000	21.326000	46.891117	237.850311
606	13.032000	0.294000	6.457000	0.388000	21.613001	46.268448	237.597824
607	13.717000	0.199000	6.394000	1.660000	23.551001	42.461040	232.796432
608	10.395000	0.952000	6.273000	0.650000	21.552000	46.399406	240.368210
609	15.691000	0.207000	6.400000	1.169000	25.122999	39.804165	202.340179
610	12.561000	0.355000	12.577000	1.372000	28.709000	34.832283	241.330872
611	10.139000	0.347000	12.691000	0.471000	26.410000	37.864445	322.005951
612	10.961000	0.501000	6.132000	1.251000	19.662001	50.859524	288.132416
613	15.923000	0.191000	6.283000	1.096000	26.228001	38.127190	186.970581
614	16.273001	1.302000	10.869000	0.364000	29.367001	34.051826	189.641113
615	10.601990	0.457000	6.103000	0.478000	21.723022	46.034111	227.324493
616	18.452999	0.181000	6.288000	0.439000	26.377001	37.911816	171.798889
617	17.353001	1.716000	10.679000	0.434000	30.028000	33.302250	180.778854
618	15.172000	0.275000	6.326000	0.388000	23.358000	42.811886	205.014389
619	17.615000	0.198000	6.302000	1.160000	26.902000	37.171955	175.189545
620	17.631001	0.182000	6.308000	0.435000	25.903000	38.605568	176.681137
621	16.605000	0.213000	6.340000	1.125000	26.006001	38.452663	190.784210
622	15.943000	0.203000	6.298000	1.119000	24.566999	40.705013	198.331558
623	17.282000	0.189000	6.295000	1.118000	26.676001	37.486877	181.996872
624	17.115000	8.962000	8.343000	0.537000	28.388000	35.226151	185.366776
625	23.458000	0.196000	4.674000	0.486000	29.992001	33.342224	134.731049
626	18.167999	0.459000	5.822000	0.364000	27.716000	36.080242	157.704971
627	17.761000	0.387000	3.222000	0.338000	23.372999	42.784412	171.142059
628	21.742001	0.203000	6.012000	0.449000	29.506001	33.891411	144.745010
629	17.525999	0.204000	6.307000	0.370000	25.882000	38.636890	179.063950
630	18.775000	7.183000	6.591000	0.379000	26.936001	37.125034	167.491989
631	23.132000	2.109000	1.834000	0.365000	26.900000	37.174721	132.722275
632	25.150000	0.127000	2.481000	0.354000	29.093000	34.372528	123.924858
633	21.417000	0.191000	5.279000	0.368000	29.101999	34.361900	140.714935
634	18.997000	0.214000	6.305000	0.422000	27.079000	36.928986	164.355621
635	18.375999	0.191000	6.295000	0.477000	26.566000	37.642097	169.046188
636	16.618000	0.182000	6.355000	0.397000	24.490999	40.831326	187.698578
637	20.354000	0.265000	6.267000	0.367000	28.165001	35.505058	156.562408
638	17.756001	0.174000	5.753000	0.362000	27.811001	35.956993	155.815018
639	16.745001	0.195000	6.304000	0.666000	26.462000	37.790039	174.740128
640	17.444000	0.215000	6.306000	0.665000	25.912001	38.592155	180.321106
641	18.927999	0.233000	6.131000	0.381000	27.044001	36.976776	165.992462
642	16.908001	0.208000	6.290000	0.434000	25.216999	39.655788	184.287476
643	18.263000	0.319000	6.373000	0.494000	26.743000	37.392963	171.263672
644	17.183001	0.253000	6.274000	0.392000	25.490999	39.229534	178.635193
645	19.833000	0.223000	6.008000	0.387000	27.546000	36.302914	159.009445
646	17.239000	0.201000	6.369000	0.663000	25.973000	38.501522	181.806793
647	17.658001	0.181000	6.288000	0.390000	25.608999	39.048775	175.838394
648	17.884001	6.884000	6.274000	0.664000	26.728001	37.413948	171.751816
649	24.417999	0.190000	4.426000	0.367000	30.556999	32.725727	127.728683
650	18.893999	0.190000	6.229000	0.366000	27.100000	36.900368	163.651749
651	18.129000	0.220000	6.289978	0.627000	26.416992	37.854424	171.479218
652	15.834000	0.203000	6.290000	0.421000	24.908001	40.147743	186.104431
653	19.523001	0.199000	4.813000	0.412000	28.173000	35.494976	145.849945
654	17.201000	0.211000	5.810000	0.350000	27.615000	36.212204	156.452957
655	17.139999	0.201000	6.259000	0.708000	25.968000	38.508934	177.662872
656	17.080999	0.227000	6.325000	1.187000	25.797001	38.764194	184.038528
657	18.645000	0.260000	6.327000	0.457000	26.601999	37.591160	170.824844
658	18.082001	0.563000	6.296000	0.412000	26.648001	37.526268	169.686996
659	19.783001	0.198000	6.021000	0.379000	27.559999	36.284470	157.871826
660	17.875000	0.213000	6.325000	0.688000	26.628000	37.554455	174.516296
661	18.200001	0.202000	6.301000	0.429000	26.414000	37.858711	170.852768
662	18.246000	0.523000	6.569000	0.394000	26.444000	37.815762	173.857834
663	17.743999	0.200000	6.311000	0.366000	26.767000	37.359436	167.474091
664	20.708000	0.180000	6.350000	0.412000	28.798000	34.724632	152.189987
665	15.144000	6.738000	6.253000	0.632000	24.829000	40.275482	191.941193
666	23.518999	0.446000	7.622000	0.362000	33.271999	30.055302	133.759079
667	17.805000	0.194000	6.286000	0.410000	25.754999	38.827412	174.380325
668	19.513000	0.540000	6.296000	0.665000	27.721001	36.073734	163.030182
669	17.591999	0.535000	6.327000	0.485000	26.341999	37.962193	179.989655
670	19.455000	0.184000	6.280000	1.110000	28.103001	35.583389	162.177963
671	17.454000	0.325000	9.573000	0.385000	29.799000	33.558174	178.890152
672	15.605000	0.749000	6.315000	0.619000	23.652000	42.279720	202.040100
673	17.124001	0.335000	12.227000	0.370000	32.369999	30.892803	169.981567
674	13.828000	0.194000	6.310000	0.405000	21.995001	45.464878	225.459778
675	16.047001	0.220000	6.288000	1.147000	28.105000	35.580856	171.404190
676	17.750999	0.234000	6.264000	0.440000	26.332001	37.976604	178.900375
677	15.603000	0.509000	6.312000	1.178000	26.676001	37.486877	191.296722
678	18.111000	0.225000	6.328000	1.180000	28.240999	35.409512	175.209122
679	15.339000	0.436000	11.228000	0.451000	28.410000	35.198875	208.423569
680	12.677000	0.246000	6.299000	0.425000	21.452999	46.613529	247.526657
681	17.091000	0.196000	6.308000	1.122000	26.332001	37.976604	185.476501
682	17.458000	0.194000	6.267000	1.096000	26.969999	37.078236	179.002579
683	15.459000	0.191000	6.315000	0.425000	25.499001	39.217224	178.900375
684	18.591000	0.207000	6.363000	1.139000	27.938999	35.792263	171.629517
685	16.410999	0.487000	6.364000	0.430000	26.770000	37.355247	173.626633
686	15.684000	0.574000	6.271000	0.396000	24.237000	41.259232	204.093018
687	18.591000	0.407000	10.423000	0.446000	31.700001	31.545740	169.843353
688	13.046997	6.756000	6.339000	0.369000	21.140991	47.301472	246.243317
689	24.014000	0.483000	6.345000	0.431000	32.236000	31.021219	130.745224
690	17.180000	0.330000	10.323000	0.382000	29.316999	34.109901	185.718353
691	14.209000	0.266000	6.293000	0.644000	22.952999	43.567291	217.192764
692	17.586000	0.216000	6.372000	1.266000	27.367001	36.540359	179.012802
693	16.243000	0.193000	6.299000	1.143000	25.368000	39.419743	188.036484
694	17.298000	0.328000	6.527000	1.170000	26.858999	37.231468	183.671768
695	17.610001	0.206000	6.265000	1.130000	27.129999	36.859566	178.971893
696	18.239000	0.388000	8.604000	0.372000	29.562000	33.827209	173.003540
697	16.504000	0.218000	6.297000	0.416000	26.290001	38.037273	173.290558
698	19.302999	0.466000	6.317000	0.422000	27.666000	36.145451	163.344620
699	16.190001	0.202000	6.329000	0.406000	26.784000	37.335724	174.535736
700	20.209000	0.226000	6.176000	0.359000	28.715000	34.825005	155.877029
701	16.641001	0.175000	6.272000	0.443000	26.009001	38.448227	174.857132
702	18.796000	0.335000	10.320000	0.423000	31.080000	32.175034	168.645844
703	14.347000	0.168000	5.935000	0.404000	23.384001	42.764282	201.016159
704	18.480000	0.253000	6.274000	1.138000	27.573000	36.267365	171.921432
705	19.360001	0.422000	9.060000	0.383000	30.271999	33.033829	163.737274
706	12.646000	0.189000	6.345000	0.416000	22.961000	43.552109	212.465408
707	18.577000	0.226000	6.291000	1.146000	28.979000	34.507748	156.071136
708	15.874000	0.341000	10.143000	0.420000	29.896000	33.449291	177.300964
709	18.511999	0.192000	6.328000	0.455000	26.735001	37.404152	171.432327
710	16.264000	0.217000	6.332000	1.135000	25.863001	38.665272	184.341705
711	13.110000	0.193000	6.295000	1.090000	23.468000	42.611214	213.144684
712	14.513000	6.739000	6.298000	0.621000	25.507000	39.204926	191.168304
713	23.549000	0.110000	2.924000	0.389000	28.101000	35.585922	133.696289
714	22.216000	0.193000	5.789000	0.359000	29.528999	33.865013	140.085831
715	19.403000	0.215000	6.272000	0.414000	27.171000	36.803947	164.200592
716	18.398001	0.203000	6.305000	0.388000	26.205999	38.159203	172.984421
717	19.577000	0.385000	9.611000	0.422000	31.139000	32.114071	160.475266
718	15.826000	0.205000	6.351000	0.728000	24.681000	40.516998	197.456665
719	19.079000	0.200000	6.292000	0.647000	27.641001	36.178139	161.926514
720	16.420000	0.186000	6.390000	1.063000	25.462999	39.272671	187.406708
721	18.004000	0.126000	2.854000	0.323000	22.033001	45.386463	176.263718
722	20.980000	0.194000	6.304000	1.167000	31.091000	32.163651	146.374557
723	17.916000	0.222000	6.287000	0.403000	25.962000	38.517834	177.753571
724	19.153015	0.215000	6.300000	0.682000	28.114990	35.568214	161.592575
725	17.489000	0.485000	6.289000	1.109000	26.326000	37.985260	179.628525
726	18.465000	0.202000	6.277000	1.169000	27.263000	36.679749	171.067322
727	16.108999	0.184000	6.458000	0.711000	25.472000	39.258793	187.923721
728	17.681000	0.332000	11.086000	0.439000	30.788000	32.480186	177.451569
729	13.946000	0.189000	6.293000	1.411000	22.924999	43.620502	228.401489
730	14.387000	0.351000	11.875000	0.462000	32.848000	30.443254	169.907822
731	12.932000	0.194000	5.975000	4.496000	24.528000	40.769733	249.318909
732	15.415000	0.199000	6.298000	2.960000	26.906000	37.166431	202.340179
733	17.917999	0.335000	6.479000	1.155000	28.028000	35.678608	172.917603
734	18.127001	0.185000	6.271000	0.387000	27.052000	36.965843	165.650253
735	19.583000	0.190000	6.280000	0.472000	28.528000	35.053280	160.969894
736	18.240999	0.191000	6.311000	0.363000	26.062000	38.370041	173.501678
737	19.829000	0.203000	6.289000	1.198000	28.556000	35.018909	160.008179
738	18.378000	0.186000	6.280000	0.403000	26.337999	37.967957	171.451096
739	20.518999	6.800000	6.308000	0.459000	28.607000	34.956478	154.821869
740	24.549000	0.186000	4.817000	0.360000	31.829000	31.417889	124.585106
741	18.427000	0.176000	6.348000	0.373000	26.490999	37.748669	169.576797
742	20.295000	0.216000	6.327000	1.134000	29.674000	33.699535	155.637009
743	17.606001	0.302000	6.365000	1.045000	27.156000	36.824276	181.270401
744	18.756001	0.890000	6.318000	0.378000	28.023001	35.684971	169.119171
745	19.695999	0.358000	8.639000	0.423000	31.087000	32.167786	161.784378
746	17.360001	0.191000	6.338000	0.382000	25.691999	38.922623	178.249039
747	21.995001	0.344000	6.607000	0.393000	30.527000	32.757885	144.504700
748	17.979000	0.462000	6.403000	0.425000	28.299999	35.335690	156.040054
749	18.815001	0.184000	6.268000	0.439000	26.681000	37.479855	168.121048
750	20.205000	0.183000	6.284000	1.089000	28.631001	34.927177	157.317017
751	18.201000	0.199000	6.319000	1.111000	27.687000	36.118034	173.540100
752	19.305000	0.395000	2.824000	1.205000	26.195000	38.175224	159.812317
753	19.420000	0.477000	6.280000	0.389000	30.391001	32.904476	150.378662
