framenum	recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
736	17.981001	0.282000	3.725000	0.425000	23.955000	41.744938	102.014603
737	26.858000	0.151000	2.500000	0.420000	30.990999	32.267433	69.368858
738	13.704000	0.179000	3.685000	0.345000	19.412001	51.514526	128.877075
739	13.884000	0.192000	3.712000	1.096000	21.358000	46.820866	119.115936
740	14.777000	1.018000	3.717000	1.143000	21.555000	46.392948	121.167496
741	14.184000	0.178000	3.686000	0.619000	21.033001	47.544334	119.486580
742	14.642000	2.387000	1.906000	0.324000	18.742001	53.356098	119.471092
743	16.844999	1.965000	1.650000	0.344000	19.997000	50.007504	113.302185
744	19.795000	0.165000	2.333000	0.405000	23.502001	42.549568	93.949745
745	15.587000	0.191000	3.743000	0.377000	20.868999	47.917965	118.290337
746	12.041000	0.184000	3.699000	0.386000	17.344000	57.656826	151.541550
747	13.152000	0.226000	3.834000	0.436000	22.138000	45.171196	111.919365
748	12.348000	2.589000	5.401000	0.405000	22.358000	44.726719	120.865570
749	11.587000	0.191000	3.715000	0.360000	19.704000	50.751114	129.429108
750	9.507000	0.174000	3.707000	0.353000	16.222000	61.644680	167.548401
751	12.532000	0.209000	3.708000	0.388000	19.393999	51.562340	130.187881
752	14.838000	2.144000	3.743000	1.119000	21.764999	45.945328	125.140877
753	11.481000	0.441000	3.709000	0.392000	18.614000	53.723003	139.816437
754	12.827000	0.191000	3.727000	0.345000	19.267000	51.902214	142.961304
755	11.270000	0.180000	3.701000	0.367000	19.603001	51.012600	138.461533
756	11.030000	1.294000	6.089000	0.397000	21.973000	45.510399	133.236954
757	11.369019	0.206000	3.733000	0.378000	18.367981	54.442566	144.428497
758	11.197000	0.216000	3.690000	0.591000	19.721001	50.707367	133.710556
759	12.548000	0.199000	3.700000	1.047000	19.997000	50.007504	143.105591
760	11.447000	0.752000	7.484000	1.748000	22.153999	45.138577	162.654434
761	7.409000	0.171000	3.763000	6.702000	19.030001	52.548607	252.078781
762	5.546000	0.224000	3.673000	7.800000	18.808001	53.168861	309.106140
763	4.691000	4.095000	3.709000	7.399000	20.202999	49.497601	271.418060
764	9.128000	0.194000	3.730000	0.865000	19.283001	51.859146	151.156296
765	11.375000	0.209000	3.912000	1.367000	19.426001	51.477402	147.751495
766	10.383000	0.440000	3.726000	0.611000	20.063000	49.842995	126.515198
767	33.756001	0.116000	2.066000	0.462000	38.888000	25.714872	52.781990
768	22.872000	0.368000	2.479000	0.421000	31.271000	31.978510	68.052429
769	14.687000	0.179000	3.537000	0.336000	20.648001	48.430840	119.758301
770	11.299000	0.174000	3.700000	2.034000	18.466000	54.153580	160.950058
771	9.702000	1.291000	3.739000	2.615000	18.608999	53.737442	171.237457
772	12.038000	0.539000	6.282000	0.692000	20.903000	47.840023	149.210724
773	10.488000	0.427000	3.700000	2.006000	19.337999	51.711658	149.090027
774	12.767000	0.479000	3.723000	0.991000	19.183001	52.129490	139.319733
775	11.481000	0.778000	3.747000	2.108000	20.645000	48.437878	139.425110
776	12.707000	0.190000	3.711000	2.532000	20.372000	49.086983	143.719299
777	9.861000	0.433000	3.687000	3.311000	19.778999	50.558674	161.231628
778	9.697000	3.992000	3.678000	1.047000	17.886000	55.909653	153.548813
779	15.195000	0.851000	3.656000	0.322000	21.707001	46.068089	110.689400
780	13.083000	0.174000	3.705000	0.251000	18.556000	53.890926	134.432205
781	11.106000	0.175000	3.754000	1.340000	18.577999	53.827110	152.582779
782	12.120000	0.323000	6.283000	0.281000	20.155001	49.615479	149.841476
783	9.730000	0.412000	2.467000	0.384000	27.676001	36.132389	78.477455
784	16.007000	0.184000	3.318000	0.338000	21.124001	47.339520	113.848053
785	18.902000	0.152000	2.492000	0.411000	23.900000	41.841003	92.898537
786	12.181000	0.195000	3.674000	0.558000	18.551001	53.905449	140.263306
787	16.443001	0.185000	2.994000	0.328000	22.656000	44.138416	101.280296
788	21.582001	0.118000	1.921000	0.415000	26.187000	38.186886	81.016220
789	13.370000	0.128000	3.524000	0.467000	18.306000	54.626900	136.949249
790	17.332001	0.318000	2.164000	1.727000	23.875000	41.884815	97.829201
791	30.795000	0.248000	2.088000	0.353000	35.308998	28.321392	57.847660
792	25.549999	0.096000	1.428000	0.316000	28.091000	35.598591	72.572639
793	24.370001	0.140000	2.493000	0.455000	28.728001	34.809246	74.211861
794	35.214001	0.125000	1.719000	0.341000	38.188000	26.186237	52.429176
795	26.650000	0.376000	1.664000	0.366000	30.094999	33.228111	68.694092
796	13.784000	0.180000	3.695000	0.618000	20.232000	49.426651	128.751038
797	11.791000	0.250000	3.780000	2.196000	18.974001	52.703697	156.322617
798	11.444000	0.199000	3.752000	0.944000	18.483000	54.103771	148.214859
799	10.873000	0.215000	3.714000	1.112000	19.847000	50.385448	136.200394
800	12.099000	0.383000	6.046021	0.555000	20.218018	49.460835	158.609406
801	7.674000	0.199000	3.691000	2.253000	16.701000	59.876652	193.167053
802	10.858000	0.170000	3.777000	1.171000	17.212000	58.099003	173.021683
803	11.279000	0.489000	3.677000	0.664000	16.864000	59.297913	167.183685
804	11.376000	0.340000	7.702000	1.274000	22.799999	43.859650	151.791153
805	7.661000	0.215000	3.697000	3.452000	16.754000	59.687241	222.286545
806	12.484000	0.507000	3.694000	0.364000	18.337000	54.534550	145.661453
807	20.367001	0.178000	2.066000	0.357000	25.579000	39.094570	84.912697
808	13.727000	0.218000	3.698000	0.357000	18.888000	52.943668	137.829941
809	12.250000	0.188000	3.757000	1.106000	19.693001	50.779461	144.338287
810	9.921000	0.312000	6.306000	0.413000	19.115999	52.312202	189.104340
811	8.456000	0.183000	3.691000	2.126000	16.562000	60.379181	194.656250
812	8.509000	0.211000	3.702000	0.690000	16.334999	61.218246	179.456726
813	12.354000	0.189000	3.709000	1.211000	20.482000	48.823357	137.593307
814	12.444000	1.002000	3.698000	1.130000	18.757000	53.313431	150.293533
815	13.157000	1.591000	6.072000	0.342000	21.240000	47.080978	139.203979
816	10.555000	0.178000	3.695000	0.456000	16.635000	60.114216	164.615524
817	11.779000	0.194000	3.621000	0.358000	19.813999	50.469368	128.535568
818	13.986000	0.162000	3.684000	0.815000	20.509001	48.759079	124.313751
819	11.861000	2.615000	3.959000	0.338000	17.792000	56.205036	152.104309
820	13.709000	0.509000	3.689000	0.462000	20.341000	49.161793	123.837677
821	12.592000	0.106000	1.674000	1.355000	16.497000	60.617085	149.476913
822	14.824000	0.157000	2.807000	1.207000	21.516001	46.477039	116.033981
823	11.720000	0.438000	2.802000	0.377000	21.848000	45.770782	113.483551
824	13.555000	0.281000	3.200000	0.449000	21.502001	46.507301	111.096382
825	13.140000	0.186000	3.694000	0.402000	20.150999	49.625332	125.157867
826	10.521000	0.211000	3.733000	0.312000	17.487000	57.185341	151.778656
827	11.918000	0.201000	3.702000	0.407000	22.198999	45.047077	112.185028
828	12.509000	0.596000	3.944000	0.362000	19.764999	50.594486	132.680679
829	13.871000	0.197000	3.701000	0.359000	19.374001	51.615566	132.147980
830	10.961000	0.168000	3.733000	0.744000	18.568001	53.856094	144.157669
831	12.717000	0.201000	3.688000	1.083000	20.570000	48.614487	134.648254
832	11.078000	1.619000	3.773000	0.432000	20.851999	47.957031	124.481667
833	14.290000	0.212000	3.789000	0.353000	19.893999	50.266415	129.302002
834	11.716000	0.229000	3.771000	2.009000	18.740000	53.361794	154.669800
835	9.839000	0.196000	3.697000	4.125000	19.072001	52.432884	185.544601
836	10.277000	0.447000	3.718000	1.247000	18.566000	53.861897	149.573975
837	12.441000	0.207000	3.706000	2.352000	20.445999	48.909325	146.845123
838	10.578000	0.564000	3.963000	2.172000	19.230000	52.002083	157.592346
839	11.330000	0.200000	3.717000	3.972000	20.934999	47.766899	166.956512
840	8.128000	0.195000	3.706000	5.870000	19.528999	51.205902	213.506287
841	9.536000	0.161000	3.767000	2.461000	20.041000	49.897709	145.984467
842	12.420000	4.041000	3.691000	2.354000	20.556999	48.645233	139.721039
843	15.474000	0.172000	3.625000	0.260000	20.534000	48.699718	118.870117
844	11.215000	0.186000	2.476000	0.546000	30.809999	32.456997	69.392365
845	21.261999	0.188000	2.463000	0.375000	27.351999	36.560398	79.178658
846	15.520000	0.173000	3.532000	0.349000	20.672001	48.374611	117.648567
847	16.344000	0.245000	2.963000	0.353000	20.738001	48.220657	114.299889
848	18.191000	0.232000	2.650000	0.392000	22.569000	44.308563	101.913071
849	29.617004	0.359000	2.222000	0.329000	33.497986	29.852541	62.073208
850	14.302000	0.187000	3.708000	0.235000	20.228001	49.436424	123.299210
851	11.927000	0.252000	3.756000	2.396000	20.480000	48.828125	140.745270
852	10.055000	0.165000	3.693000	5.167000	20.916000	47.810287	172.068710
853	7.650000	0.162000	3.721000	6.948000	20.416000	48.981190	212.963608
854	6.475000	4.066000	3.709000	7.169000	19.169001	52.167561	263.314270
855	11.571000	0.164000	3.692000	2.077000	19.260000	51.921078	153.191498
856	10.545000	0.217000	3.704000	1.034000	18.832001	53.101101	147.032532
857	12.220000	0.216000	3.671000	0.451000	20.385000	49.055679	127.787018
858	14.987000	0.224000	3.719000	0.370000	20.334000	49.178715	122.634735
859	12.000000	0.490000	3.706000	0.349000	18.488001	54.089138	141.371368
860	13.422000	0.469000	3.687000	0.353000	19.657000	50.872463	128.580399
861	15.304000	0.687000	3.547000	0.377000	21.004999	47.607716	121.791985
862	13.517000	0.229000	3.711000	0.395000	19.820000	50.454086	132.661575
863	13.593000	0.226000	3.720000	0.314000	19.987000	50.032524	127.468872
864	14.643000	0.162000	3.678000	0.340000	19.816000	50.464272	127.937813
865	13.243000	0.217000	3.760000	0.330000	19.066000	52.449387	136.989960
866	12.582000	0.311000	3.758000	0.352000	19.114000	52.317673	143.495514
867	13.494000	1.559000	5.255000	0.315000	21.631001	46.229946	131.968216
868	12.856000	0.171000	3.565000	0.314000	20.843000	47.977737	118.229630
869	13.765000	0.158000	3.689000	0.338000	20.031000	49.922619	124.481667
870	11.564000	0.358000	3.135000	0.337000	21.504000	46.502975	110.226051
871	15.253000	0.172000	3.691000	0.324000	20.396000	49.029221	121.639275
872	12.851000	0.218000	3.738000	0.304000	18.445000	54.215237	138.878830
873	12.292000	0.208000	3.700000	0.316000	21.249001	47.061035	117.110367
874	12.810000	4.996000	4.466000	0.315000	20.164000	49.593334	128.088943
875	17.459000	1.366000	1.077000	0.451000	20.924999	47.789726	101.180222
876	18.393999	0.100000	1.109000	0.317000	20.941000	47.753212	99.530212
877	17.847000	0.544000	2.927000	0.416000	22.368999	44.704727	103.353142
878	15.995000	0.179000	3.441000	0.317000	21.094000	47.406845	114.335335
879	14.283000	0.176000	3.709000	0.361000	20.430000	48.947624	120.549377
880	13.054000	0.213000	3.712000	0.373000	20.473000	48.844822	121.287094
881	14.377000	0.590000	3.716000	0.332000	20.584999	48.579063	120.723083
882	14.171000	0.195000	3.604000	0.336000	20.875000	47.904190	118.602402
883	11.816000	0.206000	3.719000	0.365000	18.445999	54.212299	138.005386
884	12.687000	0.183000	3.683000	0.341000	18.934999	52.812252	134.934113
885	16.629999	0.909000	3.450000	0.392000	21.683001	46.119080	112.185028
886	15.991000	0.175000	2.499000	0.315000	22.952000	43.569187	99.187431
887	16.003000	0.172000	3.529000	0.348000	21.080999	47.436081	114.741035
888	14.143000	0.901000	3.649000	0.447000	20.658001	48.407394	118.831795
889	14.558000	0.200000	3.280000	0.313000	21.083000	47.431580	112.941177
890	14.774000	0.182000	2.987000	0.373000	21.789000	45.894718	108.188057
891	12.982000	0.185000	3.591000	0.583000	20.582001	48.586140	121.064034
892	11.651000	0.586000	3.933000	0.346000	18.511999	54.019016	141.926529
893	12.898000	0.413000	3.664000	0.265000	19.948999	50.127827	127.275238
894	12.319000	0.212000	2.966000	0.364000	21.396999	46.735523	116.393021
895	15.482000	0.185000	2.745000	0.381000	22.205999	45.032875	104.507568
896	15.791992	0.195000	3.242000	0.313000	21.432983	46.657059	110.357864
897	14.140000	0.486000	3.421000	0.400000	20.667000	48.386318	118.900780
898	13.981000	0.166000	3.689000	0.379000	19.919001	50.203323	127.592415
899	12.222000	2.089000	3.673000	0.309000	20.455000	48.887802	122.422951
900	17.318001	0.159000	2.708000	0.334000	22.347000	44.748737	101.124702
901	18.275000	0.231000	2.479000	0.294000	22.903000	43.662403	99.006279
902	14.180000	0.315000	3.599000	0.309000	20.377001	49.074936	119.820572
903	14.289000	0.189000	3.717000	0.363000	19.944000	50.140392	124.692200
904	15.324000	0.244000	3.243000	0.332000	21.271000	47.012363	113.197800
905	15.609000	0.312000	3.059000	0.325000	21.843000	45.781258	108.353416
906	16.796000	0.181000	3.039000	0.317000	21.681999	46.121208	109.194313
907	23.676001	0.181000	2.522000	0.317000	28.625999	34.933277	75.519318
908	18.374001	0.129000	2.471000	0.320000	23.311001	42.898201	96.316040
909	18.569000	0.263000	2.567000	0.365000	22.724001	44.006336	100.037994
910	25.409000	0.169000	2.229000	0.377000	29.886000	33.460484	71.414177
911	14.509000	0.216000	3.741000	0.363000	19.976999	50.057568	129.021408
912	13.673000	0.180000	3.697000	0.354000	19.195999	52.094189	133.827057
913	12.836000	0.183000	3.699000	0.343000	19.091999	52.377960	133.749359
914	13.391000	0.187000	3.704000	1.077000	20.315001	49.224709	137.840271
915	12.003000	0.203000	3.738000	0.322000	17.533001	57.035301	150.305801
916	13.576000	0.197000	3.697000	0.358000	19.820000	50.454086	130.825470
917	13.072000	0.238000	3.780000	0.344000	20.388000	49.048458	131.807770
918	10.889000	0.518000	4.330000	0.296000	17.992001	55.580257	152.557526
919	13.379000	0.231000	4.171000	0.350000	19.368999	51.628895	136.472672
920	11.946000	0.190000	3.684000	0.482000	19.073999	52.427391	138.243454
921	12.413000	2.114000	4.056000	0.348000	20.372999	49.084576	127.398392
922	14.304000	0.195000	3.712000	0.360000	19.966000	50.085144	127.857925
923	13.558000	0.484000	3.449000	0.321000	20.724001	48.253231	118.442352
924	12.714000	0.198000	3.770000	0.336000	19.808001	50.484650	128.634232
925	12.722000	0.369000	3.703000	0.643000	19.125000	52.287582	141.817352
926	13.737000	0.196000	3.697000	0.367000	19.362000	51.647560	129.302002
927	14.747000	0.184000	3.350000	0.303000	21.264000	47.027840	113.833984
928	15.018000	0.554000	1.827000	0.293000	19.659000	50.867287	112.191841
929	17.452000	0.522000	3.171000	0.395000	22.264999	44.913544	104.306488
930	13.987000	0.185000	3.524000	0.310000	20.707001	48.292847	119.401436
931	14.672000	0.289000	3.435000	0.321000	20.761999	48.164917	117.641045
932	15.799000	0.948000	3.461000	0.382000	20.900000	47.846889	117.192261
933	13.997000	0.196000	3.706000	0.377000	20.055000	49.862877	129.184189
934	13.284000	0.234000	3.772000	0.369000	19.653000	50.882816	132.328232
935	15.235000	0.191000	3.656000	0.321000	20.334000	49.178715	121.759811
936	14.087000	0.244000	3.122000	0.406000	21.457001	46.604836	112.191841
937	14.990000	0.215000	2.714000	0.464000	22.400000	44.642857	103.579651
938	14.951000	0.227000	3.262000	0.333000	21.226999	47.109814	113.483551
939	12.813000	1.258000	3.700000	0.565000	20.084999	49.788403	128.311874
940	14.091000	4.189000	3.731000	0.364000	19.424999	51.480053	133.555542
941	17.822001	0.450000	2.425000	0.334000	23.492001	42.567680	96.659492
942	16.790001	0.801000	3.007000	0.381000	21.864000	45.737286	106.691376
943	13.616028	0.170000	3.688000	0.333000	19.956970	50.107807	124.280273
944	11.679000	0.177000	3.705000	0.509000	17.867001	55.969105	148.897324
945	11.431000	0.194000	3.708000	0.676000	17.881001	55.925282	151.578949
946	12.817000	0.176000	3.696000	1.015000	19.490999	51.305733	137.521439
947	17.586000	0.779000	2.890000	0.372000	21.898001	45.666271	106.260803
948	14.301000	0.196000	3.701000	0.825000	20.173000	49.571209	129.438202
949	11.662000	0.257000	3.691000	0.367000	17.989000	55.589527	144.951233
950	12.456000	0.167000	3.692000	0.265000	17.528999	57.048321	150.330322
951	14.269000	0.510000	5.481000	0.449000	23.448999	42.645744	119.828369
952	11.995000	0.248000	3.728000	0.361000	18.974001	52.703697	136.867905
953	14.439000	0.179000	3.700000	0.458000	20.837999	47.989250	120.889359
954	14.953000	0.192000	3.087000	0.351000	20.608999	48.522491	117.177376
955	18.450001	2.899000	2.466000	0.415000	23.171000	43.157394	96.065041
956	24.204000	0.175000	2.272000	0.312000	28.665001	34.885750	74.460693
957	17.591999	0.215000	2.917000	0.353000	22.184000	45.077534	103.306808
958	13.329000	0.131000	2.284000	0.349000	24.184000	41.349651	91.387764
959	15.429000	0.445000	3.314000	0.377000	21.362000	46.812096	113.010429
960	19.076000	0.118000	2.488000	0.297000	24.288000	41.172596	91.175308
961	23.049999	0.121000	2.491000	0.329000	36.089001	27.709274	74.310585
962	14.369000	0.172000	2.554000	0.350000	19.565001	51.111679	119.424644
963	17.531000	0.180000	2.986000	0.317000	22.368000	44.706722	104.757042
964	11.239000	0.185000	3.735000	2.147000	18.701000	53.473076	157.336731
965	10.490000	0.220000	3.697000	1.223000	18.243999	54.812542	153.638412
966	12.931000	0.228000	3.773000	0.940000	21.164000	47.250050	125.601364
967	10.816000	0.719000	6.240000	0.327000	21.204000	47.160912	149.319504
968	11.022000	0.182000	3.726000	2.035000	18.177000	55.014580	165.264954
969	12.406000	0.191000	3.712000	0.584000	19.059000	52.468651	139.827026
970	13.659000	0.198000	3.695000	1.100000	21.697001	46.089321	119.945343
971	14.227000	0.250000	3.614000	0.386000	21.073000	47.454090	119.587357
972	14.047000	0.184000	3.672000	0.283000	20.106001	49.736393	126.515198
973	12.746000	0.458000	3.708000	1.117000	20.882999	47.885841	126.211990
974	41.672001	0.140000	2.226000	0.416000	45.514999	21.970779	44.371689
975	13.124000	0.218000	3.689000	0.395000	18.424999	54.274086	143.517853
976	12.687000	0.352000	6.782000	0.433000	22.466999	44.509727	135.003296
977	9.296000	0.407000	3.721000	0.360000	17.698999	56.500370	147.680466
978	12.094000	0.193000	3.706000	0.319000	18.134001	55.145027	142.872650
979	12.033000	0.182000	3.682000	1.136000	20.016001	49.960030	138.805634
980	10.248000	0.208000	3.711000	0.340000	17.433001	57.362473	158.445801
981	9.726000	0.163000	3.694000	0.532000	16.204000	61.713154	181.900711
982	10.416000	0.189000	3.719000	0.366000	16.249001	61.542248	182.404755
983	8.996000	0.202000	3.721000	1.131000	16.386000	61.027706	181.524506
984	8.676000	0.204000	3.709000	0.580000	17.707001	56.474838	166.579300
985	13.950000	0.364000	3.744000	1.201000	22.156000	45.134502	120.786369
986	10.409000	0.869000	3.687000	0.360000	15.896000	62.908909	174.330841
987	13.211000	0.720000	6.995000	0.324000	23.770000	42.069836	123.192085
988	12.328000	0.214000	3.676000	0.472000	17.677000	56.570686	150.612854
989	36.911011	0.198000	2.142000	0.387000	41.437012	24.133015	49.124493
990	13.905000	0.160000	3.689000	0.335000	19.201000	52.080620	131.450577
991	12.439000	0.192000	3.692000	0.349000	17.638000	56.695770	151.703705
992	15.085000	0.329000	6.540000	0.444000	23.729000	42.142525	120.078171
993	9.366000	0.928000	3.715000	0.414000	18.827000	53.115208	137.081650
994	13.886000	0.449000	3.709000	1.088000	21.708000	46.065968	123.987617
995	12.302000	0.186000	3.696000	1.080000	18.844999	53.064476	153.869278
996	10.611000	0.217000	3.706000	0.451000	17.226000	58.051785	161.302170
997	12.487000	0.570000	7.291000	0.444000	23.424999	42.689434	134.041153
998	11.907000	0.237000	3.760000	0.339000	17.745001	56.353901	156.415466
999	15.278000	0.200000	3.544000	0.352000	21.474001	46.567940	115.517677
