recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
24.886999	0.638000	0.117000	0.548000	26.570999	37.635017	169.167099
26.268999	0.169000	0.133000	0.656000	28.323999	35.305748	157.716873
29.643000	0.163000	0.125000	0.400000	31.289000	31.960114	142.908157
26.222000	0.480000	0.154000	0.390000	27.893000	35.851288	159.140671
26.174999	0.172000	0.142000	1.142000	28.745001	34.788658	159.213440
27.090000	0.150000	0.151000	0.350000	29.254000	34.183361	152.112427
27.061001	0.177000	0.146000	0.437000	29.044001	34.430519	154.583191
28.377001	0.234000	0.190000	0.544000	30.243000	33.065502	147.838638
27.851999	0.200000	0.211000	0.705000	30.084999	33.239159	151.132980
26.913000	0.212000	0.188000	1.645000	29.964001	33.373379	156.722931
24.495001	0.200000	0.174000	0.423000	26.249001	38.096687	172.855606
25.214001	0.197000	0.178000	0.681000	27.235001	36.717457	167.270691
24.201000	0.196000	0.154000	0.388000	26.487000	37.754372	173.350479
25.302999	0.268000	0.196000	0.646000	27.490000	36.376865	167.639832
24.045000	0.195000	0.176000	0.400000	26.316999	37.998253	170.256332
26.337000	0.269000	0.225000	0.639000	29.091000	34.374893	160.436218
22.886999	0.359000	0.284000	0.816000	26.218000	38.141735	178.757477
23.971008	0.218000	0.153000	0.487000	26.140991	38.254097	181.309494
25.020000	0.501000	0.163000	0.396000	27.398001	36.499012	167.895828
25.308001	0.209000	0.178000	0.678000	27.534000	36.318733	166.543884
28.681000	0.355000	0.199000	0.542000	30.913000	32.348850	146.892624
23.289000	0.128000	0.135000	0.502000	26.149000	38.242378	176.142334
25.990000	0.127000	0.149000	0.569000	28.087999	35.602394	160.510193
24.093000	0.190000	0.153000	1.249000	27.851000	35.905354	171.408875
25.893999	0.242000	0.193000	0.448000	27.825001	35.938904	162.875519
25.247999	0.597000	0.152000	0.635000	28.509001	35.076641	160.104233
29.761999	0.141000	0.121000	0.398000	31.389999	31.857281	140.524017
27.566999	0.161000	0.117000	0.365000	30.025999	33.304470	146.902939
25.944000	0.152000	0.150000	0.349000	29.667000	33.707485	148.553543
25.867001	0.199000	0.153000	0.364000	27.809999	35.958290	161.916046
27.511000	0.176000	0.212000	0.414000	29.562000	33.827209	151.720215
26.399000	0.202000	0.179000	0.368000	28.819000	34.699329	159.688095
26.471001	0.218000	0.178000	0.678000	28.554001	35.021362	160.196320
26.427000	0.203000	0.178000	0.400000	28.575001	34.995625	156.482269
27.764999	0.139000	0.125000	0.335000	29.638000	33.740467	149.057053
26.403999	0.190000	0.151000	0.391000	28.346001	35.278347	159.031616
26.753000	0.208000	0.150000	0.418000	28.487000	35.103733	156.271545
26.417999	0.188000	0.147000	0.430000	28.348000	35.275856	158.176651
26.782000	0.483000	0.115000	0.329000	28.271000	35.371937	157.023331
26.754999	0.182000	0.153000	0.348000	28.559000	35.015232	156.254013
25.792999	0.201000	0.152000	0.368000	28.125999	35.554291	156.593704
29.900000	0.140000	0.128000	0.357000	31.408001	31.839022	139.926315
25.259001	0.181000	0.149000	0.382000	27.973000	35.748756	159.225571
27.591999	0.268000	0.167000	0.360000	29.334999	34.088974	151.648636
27.028000	0.504000	0.156000	0.419000	28.688999	34.856567	155.191849
26.705999	0.194000	0.153000	0.638000	28.613001	34.949146	159.074005
27.447001	0.176000	0.157000	0.397000	29.073999	34.394993	152.362061
26.358999	0.186000	0.155000	0.389000	28.218000	35.438374	157.657349
28.759001	0.142000	0.179000	0.459000	30.510000	32.776138	145.016312
27.358000	0.196000	0.232000	0.415000	29.483000	33.917850	152.634811
29.650000	0.165000	0.119000	0.364000	33.459000	29.887325	142.513290
26.726990	0.132000	0.141000	0.331000	29.159973	34.293583	150.854614
26.621000	0.189000	0.151000	0.415000	28.457001	35.140739	157.574112
26.556999	0.197000	0.150000	0.393000	28.367001	35.252228	159.061890
26.775000	0.204000	0.230000	0.381000	29.041000	34.434074	154.932877
26.646999	0.186000	0.177000	0.396000	28.622000	34.938160	158.621048
27.778999	0.146000	0.144000	0.372000	29.441999	33.965084	151.346497
26.319000	0.181000	0.190000	0.415000	28.139000	35.537865	158.015121
26.098000	0.341000	0.286000	0.513000	29.483999	33.916702	160.227036
25.063000	0.186000	0.151000	0.416000	27.070999	36.939899	166.364822
26.655001	0.195000	0.157000	0.732000	29.112000	34.350098	155.729843
25.538000	0.202000	0.174000	0.415000	27.385000	36.516342	164.213516
27.938999	0.190000	0.213000	0.394000	30.049000	33.278976	149.816040
27.389999	0.195000	0.184000	0.370000	29.031000	34.445938	153.048569
27.111000	0.196000	0.151000	0.623000	28.987000	34.498222	154.400375
25.822001	0.170000	0.153000	0.387000	27.283001	36.652859	162.539673
27.660000	0.192000	0.207000	0.747000	29.740000	33.624748	151.439758
26.312000	0.210000	0.205000	0.430000	28.504999	35.081566	158.759689
26.833000	0.204000	0.151000	0.621000	28.759001	34.771721	155.985657
27.295000	0.192000	0.230000	0.443000	29.240000	34.199726	152.540070
26.530001	0.178000	0.152000	0.406000	28.934000	34.561417	156.999725
26.318001	0.180000	0.154000	0.437000	28.618999	34.941822	155.770477
33.074001	0.173000	0.266000	0.398000	34.875999	28.673014	126.707306
30.830999	0.163000	0.223000	0.392000	32.551998	30.720081	136.164001
39.452999	0.133000	0.123000	0.371000	42.062000	23.774427	103.212029
30.629999	0.442000	0.112000	0.329000	31.950001	31.298904	136.177307
37.797001	0.147000	0.163000	0.381000	39.577999	25.266563	109.581909
30.844000	0.116000	0.135000	0.344000	32.209999	31.046259	135.884995
32.431999	0.139000	0.177000	0.381000	39.244999	25.480953	111.064667
27.819000	0.140000	0.130000	0.349000	29.504000	33.893711	149.478348
28.091000	0.179000	0.266000	0.413000	30.212999	33.098335	148.416336
33.674999	0.141000	0.206000	0.377000	35.490002	28.176950	123.808563
38.133999	0.151000	0.204000	0.377000	39.953999	25.028784	109.246658
33.060974	0.160000	0.207000	0.462000	41.453979	24.123137	106.449280
28.091999	0.176000	0.205000	0.409000	32.492001	30.776806	136.404053
32.180000	0.137000	0.133000	0.354000	34.589001	28.910925	127.356194
33.469002	0.168000	0.217000	0.409000	35.370998	28.271749	124.699127
29.079000	0.155000	0.185000	0.429000	32.537998	30.733297	137.012421
31.150999	0.143000	0.143000	0.391000	34.286999	29.165573	129.355377
29.552999	0.418000	0.119000	0.346000	32.958000	30.341646	133.907684
29.763000	0.138000	0.122000	0.361000	31.791000	31.455442	139.739105
25.764999	0.153000	0.139000	0.335000	29.988001	33.346672	146.944290
27.702999	0.213000	0.209000	0.662000	29.775999	33.584095	152.406525
43.299000	0.205000	0.434000	0.452000	50.848000	19.666456	86.447472
34.508999	0.141000	0.127000	0.335000	35.973000	27.798628	121.592552
28.094999	0.179000	0.152000	0.359000	29.458000	33.946636	149.238068
43.221001	0.148000	0.144000	0.426000	44.821999	22.310472	96.901772
27.525999	0.202000	0.174000	0.413000	29.320999	34.105251	150.898254
27.853001	0.454000	0.334000	0.436000	39.255001	25.474461	112.773491
28.475000	0.185000	0.153000	0.383000	31.264000	31.985670	141.951614
26.037001	0.181000	0.149000	0.402000	28.816999	34.701740	155.295685
36.012001	0.146000	0.137000	0.355000	37.930000	26.364355	116.434975
35.592999	0.175000	0.185000	0.463000	37.514999	26.656004	117.519051
28.594000	0.182000	0.150000	0.385000	30.320000	32.981529	146.660583
29.218000	0.180000	0.149000	1.065000	31.479000	31.767210	144.270172
29.228001	0.187000	0.151000	0.606000	32.292000	30.967422	141.031586
35.081001	0.155000	0.122000	0.343000	36.485001	27.408524	120.804993
27.440001	0.386000	0.104000	0.334000	30.736000	32.535137	143.020676
30.913000	0.139000	0.135000	0.608000	33.658001	29.710617	130.527359
27.528999	0.188000	0.155000	0.417000	30.968000	32.291397	143.354385
21.858000	0.509000	0.163000	0.355000	26.664000	37.503750	176.127472
24.049000	0.180000	0.152000	0.604000	26.677999	37.484070	173.113434
24.109985	0.140000	0.118000	1.247000	27.513000	36.346455	171.422867
21.757999	0.217000	0.156000	0.555000	24.899000	40.162254	193.261169
28.462999	0.215000	0.268000	0.697000	31.016001	32.241425	147.739319
26.222000	0.330000	0.285000	0.849000	30.489000	32.798714	154.611801
26.622999	0.235000	0.157000	1.072000	28.895000	34.608063	158.777786
25.268000	0.183000	0.150000	0.626000	28.371000	35.247261	159.633179
27.403999	0.478000	0.249000	0.669000	29.583000	33.803196	154.161102
26.125999	0.496000	0.159000	0.632000	28.334999	35.292042	159.572220
26.344000	0.216000	0.175000	0.640000	28.292000	35.345680	160.147186
26.023001	0.588000	0.184000	0.613000	28.702000	34.840778	163.480972
26.377001	0.177000	0.153000	0.365000	27.944000	35.785858	158.615021
28.038000	0.195000	0.194000	0.386000	29.792999	33.564934	148.860535
24.941000	0.187000	0.178000	0.391000	26.496000	37.741547	168.383041
26.180000	0.202000	0.177000	0.428000	28.320999	35.309490	159.080063
26.656000	0.153000	0.139000	0.354000	29.127001	34.332405	151.775345
24.542999	0.180000	0.159000	0.450000	28.146000	35.529026	157.159195
25.549000	0.236000	0.181000	0.414000	27.527000	36.327969	164.258698
22.761999	0.346000	0.279000	1.244000	26.441999	37.818623	185.257172
26.138000	0.334000	0.281000	0.854000	29.395000	34.019390	161.036072
29.739000	0.346000	0.225000	0.379000	31.528000	31.717838	141.831131
25.988001	0.188000	0.153000	0.376000	27.530001	36.324009	161.640411
25.854000	0.187000	0.152000	0.395000	28.589001	34.978489	159.292343
25.114000	0.184000	0.151000	0.371000	26.915001	37.154003	171.008957
25.615999	0.348000	0.287000	1.218000	29.020000	34.458992	163.692337
28.351999	0.169000	0.208000	0.367000	29.985001	33.350006	147.917145
26.385000	0.191000	0.149000	0.383000	28.044001	35.658249	160.386963
26.323999	0.215000	0.152000	0.369000	27.973000	35.748756	159.566132
26.615999	0.254000	0.259000	0.473000	28.687000	34.858994	158.518738
25.590000	0.605000	0.150000	0.371000	27.257000	36.687824	163.251022
25.511999	0.447000	0.165000	0.392000	27.403000	36.492355	163.852859
26.202000	0.583000	0.159000	0.639000	28.434000	35.169163	159.383514
25.840000	0.139000	0.124000	0.341000	28.990999	34.493465	153.679092
25.138000	0.136000	0.123000	0.351000	28.643000	34.912544	155.671814
26.533001	0.183000	0.152000	0.371000	27.951000	35.776894	159.340958
29.166992	0.164000	0.178000	0.382000	30.844971	32.420197	143.976807
25.337000	0.226000	0.277000	0.397000	27.052999	36.964478	165.639297
25.174000	0.775000	0.157000	0.396000	27.032000	36.993195	164.465607
27.851000	0.318000	0.252000	0.364000	29.767000	33.594250	153.882874
26.283001	0.171000	0.177000	0.424000	27.879999	35.868008	159.590500
25.521999	0.185000	0.155000	0.623000	27.973000	35.748756	161.596649
25.101999	0.195000	0.151000	0.648000	27.563999	36.279205	165.751007
29.930000	0.163000	0.178000	0.395000	31.940001	31.308702	141.917862
23.893999	0.425000	0.148000	0.354000	29.124001	34.335941	154.058777
26.052999	0.203000	0.203000	0.419000	28.302999	35.331944	159.122482
26.348000	0.182000	0.156000	0.628000	28.466999	35.128395	160.153336
25.836000	0.195000	0.153000	0.631000	28.368999	35.249744	162.375443
26.719000	0.184000	0.154000	0.414000	28.559999	35.014008	156.254013
28.353001	0.145000	0.173000	0.438000	33.176998	30.141365	133.642120
27.441999	0.193000	0.187000	0.377000	29.179001	34.271221	153.984955
26.750000	0.199000	0.177000	0.399000	28.566000	35.006653	156.108063
25.438999	0.234000	0.211000	0.402000	28.004000	35.709187	158.627075
30.033001	0.153000	0.173000	0.383000	32.102001	31.150705	139.097092
24.287001	0.194000	0.173000	0.388000	26.882000	37.199612	166.305222
24.499001	0.488000	0.150000	0.698000	27.069000	36.942627	169.716843
23.056999	0.185000	0.147000	0.356000	24.674000	40.528492	180.627747
