framenum	recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
286	12.202000	0.224000	3.719000	0.271000	19.774000	50.571457	127.795876	
287	13.283000	0.183000	3.712000	0.868000	19.326000	51.743763	137.654968	
288	12.220000	0.252000	3.710000	2.443000	21.340000	46.860355	140.562805	
289	12.017000	0.805000	7.451000	0.342000	22.653999	44.142315	157.984055	
290	10.386000	0.607000	5.990000	0.395000	20.976999	47.671261	148.993607	
291	12.567000	0.206000	3.745000	1.641000	21.384001	46.763935	139.795212	
292	15.827000	0.175000	3.722000	0.344000	21.547001	46.410172	113.337013	
293	17.285999	0.190000	3.731000	0.482000	23.384001	42.764282	106.938965	
294	19.323000	0.445000	3.708000	0.382000	25.367001	39.421295	92.865776	
295	17.358999	0.337000	6.940000	0.428000	26.114000	38.293636	108.048531	
296	13.247000	0.181000	3.705000	0.574000	19.979000	50.052555	131.085983	
297	18.028000	0.161000	3.650000	0.750000	24.139000	41.426739	101.946899	
298	17.629000	4.147000	3.692000	0.395000	22.899000	43.670029	105.700195	
299	21.729000	0.240000	3.360000	0.339000	27.419001	36.471058	85.678429	
300	18.722000	0.194000	3.731000	0.615000	24.677999	40.521923	98.698799	
301	16.601000	0.199000	3.688000	0.465000	24.306999	41.140415	97.886353	
302	18.172001	0.473000	3.531000	0.439000	25.815001	38.737167	90.193771	
303	18.849001	0.223000	3.704000	0.372000	24.684000	40.512074	95.945030	
304	19.700001	0.186000	3.565000	0.320000	25.282000	39.553833	91.374176	
305	17.594999	1.441000	3.755000	0.441000	22.973000	43.529362	104.864311	
306	19.830017	0.189000	3.660000	0.337000	25.452026	39.289604	91.920990	
307	15.374000	0.377000	3.712000	0.445000	23.695999	42.201218	102.206940	
308	18.554001	0.193000	3.571000	0.342000	25.382000	39.397999	92.753616	
309	18.716999	0.190000	3.722000	0.471000	25.046000	39.926537	95.005417	
310	17.969000	0.169000	3.692000	0.454000	24.240000	41.254128	98.026917	
311	18.503000	0.395000	3.920000	1.148000	24.624001	40.610786	100.947479	
312	15.551000	0.217000	3.720000	1.104000	25.607000	39.051823	95.132904	
313	17.539000	0.768000	3.696000	0.542000	22.900000	43.668121	106.334373	
314	20.412001	0.215000	3.726000	0.385000	26.370001	37.921879	91.614891	
315	18.329000	1.490000	5.266000	0.364000	25.702000	38.907478	100.152145	
316	15.904000	0.192000	3.696000	0.347000	22.725000	44.004398	107.256332	
317	15.484000	0.802000	3.685000	1.141000	24.309999	41.135338	108.500107	
318	15.319000	0.626000	6.281000	0.318000	25.844999	38.692204	108.143623	
319	14.617000	0.211000	3.710000	0.728000	20.098000	49.756195	127.548264	
320	18.908001	0.176000	3.717000	1.033000	26.062000	38.370041	94.688171	
321	17.497000	0.260000	3.914000	1.183000	24.795000	40.330711	105.512619	
322	16.686001	0.522000	3.698000	0.357000	23.886000	41.865528	99.171417	
323	18.750999	0.873000	3.732000	1.260000	25.632999	39.012211	99.032883	
