drawtime	alpharemove	copytime
5.689000	6.025000	0.973000
5.732000	6.010000	0.907000
6.469000	6.015000	0.921000
5.929000	5.899000	0.713000
6.217000	6.385000	0.752000
5.743000	6.010000	0.777000
5.835000	6.018000	0.888000
5.771000	5.955000	0.823000
6.329000	5.976000	1.069000
6.109000	6.319000	0.807000
6.271000	6.151000	0.984000
6.233000	6.147000	0.928000
5.836000	6.219000	0.803000
5.908000	6.203000	0.790000
7.093000	6.011000	0.756000
6.132000	5.991000	0.869000
5.804000	5.996000	0.922000
5.981000	6.034000	0.753000
6.139000	5.987000	0.932000
5.772000	5.957000	0.759000
5.712000	5.990000	0.789000
6.160000	5.988000	0.883000
5.817000	6.067000	0.862000
5.671000	6.010000	0.928000
5.751000	5.984000	0.766000
5.590000	5.984000	0.689000
5.628000	6.204000	0.803000
6.534000	5.930000	0.839000
5.589000	2.964000	0.669000
5.491000	3.024000	0.683000
5.385000	3.049000	0.738000
6.170000	2.900000	0.760000
5.291016	3.184000	0.647000
5.619000	5.904000	0.809000
5.392000	6.376000	0.798000
5.686000	6.249000	0.782000
5.389000	5.904000	0.792000
5.358000	5.903000	1.009000
5.841000	6.450000	0.907000
5.339000	6.082000	0.651000
5.480000	5.913000	0.856000
6.479000	3.401000	0.781000
5.246000	3.000000	0.595000
5.307000	2.877000	0.644000
5.308000	2.933000	0.547000
5.331000	5.966000	1.000000
5.410000	5.978000	0.970000
5.435000	5.974000	0.975000
6.615000	5.962000	0.980000
6.352000	6.224000	0.959000
5.407000	5.893000	0.705000
5.181000	6.035000	0.786000
5.373000	6.011000	0.761000
4.990000	6.419000	1.425000
4.923000	5.929000	0.825000
5.075000	6.072000	0.791000
7.757000	6.114000	1.236000
6.146000	6.228000	0.968000
5.743000	5.951000	1.026000
5.281000	6.024000	1.013000
5.556000	6.508000	1.044000
5.823000	5.942000	1.084000
5.969000	6.048000	0.973000
5.233000	5.994000	1.060000
5.369000	6.354000	0.909000
5.333000	6.028015	1.013000
5.465000	6.399000	1.001000
5.265000	5.963000	1.052000
5.869000	5.976000	1.302000
6.044000	5.832000	1.012000
5.272000	2.945000	0.620000
5.256000	3.114000	0.887000
5.188000	2.971000	0.667000
5.428000	5.952000	1.021000
6.424000	5.995000	1.058000
5.321000	6.309000	1.579000
5.244000	6.143000	1.163000
5.385000	6.489000	0.973000
5.265000	6.108000	1.017000
5.299000	6.225000	0.979000
5.217000	6.044000	1.088000
5.350000	6.221000	1.003000
5.477000	6.060000	0.858000
5.857000	5.966000	0.907000
5.873000	6.053000	1.054000
5.361000	6.051000	1.016000
5.250000	6.002000	0.996000
5.759000	5.993000	1.073000
6.134000	5.968000	0.950000
5.673000	5.990000	0.878000
5.708000	6.000000	0.970000
5.606000	6.001000	0.967000
5.494000	6.018000	0.980000
5.610000	6.012000	0.860000
6.060000	5.996000	1.063000
6.507000	6.017000	0.904000
5.598000	5.978000	1.004000
