drawtime	alpharemove	copytime
7.078000	1.591000	0.558000
6.061000	1.570000	0.635000
6.162000	3.664000	0.838000
6.197000	3.651000	1.038000
6.274000	3.732000	1.001000
6.174000	3.618000	0.987000
6.294000	3.650000	1.015000
7.126000	3.646000	1.262000
6.523000	3.660000	1.066000
5.759000	2.913000	0.885000
5.149000	1.518000	0.753000
4.822000	1.534000	0.702000
4.797000	1.599000	0.665000
4.580000	3.620000	0.872000
4.389000	3.627000	1.033000
4.322000	3.920000	1.024000
4.285000	3.784000	1.037000
4.979000	3.938000	0.916000
4.405000	3.746000	0.909000
4.673000	3.665000	1.049000
4.452000	3.800000	0.900000
4.758000	3.647000	1.130000
4.325000	3.631000	1.000000
4.711000	3.684000	1.045000
4.654000	3.652000	0.895000
4.575000	3.665000	1.027000
4.876000	3.740000	0.963000
5.643000	3.728000	0.990000
5.306000	3.735000	0.873000
5.398000	3.664000	0.878000
6.384000	3.674000	1.021000
5.626000	3.757000	0.831000
5.785000	3.704000	1.008000
5.871000	3.703000	0.859000
6.328000	3.654000	0.964000
5.958000	2.393000	0.726000
6.707000	1.501000	0.597000
6.115000	3.772000	0.998000
6.176000	3.657000	0.797000
6.226000	3.651000	1.009000
5.901000	3.652000	0.907000
6.420000	3.726000	1.052000
6.978000	3.663000	0.892000
7.154000	3.688000	1.011000
7.883000	3.679000	0.929000
6.162000	3.739000	0.992000
6.098000	3.673000	0.997000
6.175000	3.691000	0.995000
6.746000	3.729000	1.111000
6.256000	3.708000	1.026000
6.240000	3.692000	1.011000
6.723000	3.675000	0.877000
6.136000	3.900000	1.026000
6.701000	3.673000	1.024000
6.091000	3.700000	0.997000
6.482000	3.762000	1.073000
6.074000	3.715000	0.994000
6.028000	3.700000	1.001000
6.013000	3.690000	0.851000
6.681000	3.673000	1.014000
6.178000	3.674000	0.916000
6.033000	3.631000	0.861000
6.554000	3.640000	1.045000
6.172000	3.689000	1.001000
6.093000	3.621000	1.007000
6.568000	3.622000	1.607000
6.119000	3.710000	1.003000
6.025000	3.619000	0.936000
6.206000	3.673000	0.996000
6.535000	3.690000	1.075000
6.375000	3.681000	0.997000
6.135000	3.597000	0.971000
6.056000	3.676000	0.836000
6.080000	3.668000	1.067000
5.990000	3.669000	1.002000
6.014000	3.651000	0.985000
6.708000	3.633000	1.074000
6.396000	3.661000	0.997000
6.493000	3.672000	0.825000
6.424000	3.672000	1.032000
6.225000	3.724000	1.022000
6.432000	3.676000	0.988000
6.405000	3.628000	0.990000
6.929000	3.695000	1.071000
6.313000	3.701000	1.039000
6.435000	3.619000	1.004000
6.646000	3.706000	1.221000
5.930000	3.708000	1.135000
6.219000	3.640000	0.980000
5.951000	3.657000	0.808000
5.821000	3.683000	0.883000
5.926000	3.694000	0.846000
5.940000	3.715000	0.834000
6.202000	3.654000	0.997000
6.301000	3.674000	0.824000
6.407000	3.703000	0.711000
5.845000	3.714000	0.949000
5.919000	3.711000	0.835000
5.784000	3.726000	0.871000
5.800000	3.668000	0.884000
6.372000	3.681000	0.994000
5.922000	3.703000	0.950000
6.133000	3.673000	0.866000
5.840000	3.703000	0.861000
6.340000	3.649000	0.894000
6.699000	3.733000	0.892000
6.036000	3.669000	0.817000
6.344000	3.665000	0.966000
6.217000	3.718000	0.828000
5.894000	4.095000	0.825000
5.967000	3.748000	0.824000
6.136000	3.709000	0.888000
5.867000	3.702000	0.877000
5.928000	3.672000	0.817000
6.408000	3.677000	1.059000
6.205000	3.692000	0.814000
6.162000	3.667000	0.912000
6.103000	3.752000	0.897000
5.928000	3.681000	0.873000
5.913000	3.701000	0.865000
5.941000	3.706000	0.837000
6.443000	1.794000	0.804000
7.148000	1.515000	0.647000
6.489000	1.609000	0.630000
6.370000	1.610000	0.735000
6.894000	3.728000	1.153000
7.356000	3.705000	1.548000
6.597000	3.697000	0.877000
6.255000	3.790000	1.005000
6.516000	3.696000	0.816000
6.353000	3.657000	0.697000
6.098000	3.698000	0.821000
6.531000	3.711000	1.002000
6.147000	3.702000	0.849000
5.861000	3.653000	0.829000
5.860000	3.619000	1.024000
7.133000	3.697000	0.842000
6.389000	3.692000	0.774000
5.941000	3.744000	0.825000
6.593000	3.672000	1.039000
6.497000	3.678000	0.987000
5.729000	3.653000	0.897000
5.710000	3.621000	0.932000
5.836000	3.614000	0.820000
5.977000	3.657000	0.848000
5.902000	3.744000	1.006000
6.578000	3.780000	0.930000
7.103000	3.654000	1.022000
6.350000	3.626000	0.968000
6.747000	3.654000	1.052000
6.437000	3.605000	1.024000
6.430000	3.605000	1.025000
6.460000	3.624000	0.891000
6.937000	3.597000	1.033000
6.187000	3.637000	1.070000
6.231000	3.600000	0.985000
6.798000	3.817000	1.191000
7.375000	3.680000	1.011000
6.384000	3.620000	1.000000
6.474000	3.683000	0.887000
6.778000	3.586000	1.108000
6.283000	3.626000	0.978000
6.287000	3.657000	0.987000
6.309000	3.662000	0.996000
7.045000	2.320000	0.838000
6.636000	1.575000	0.564000
6.169000	1.603000	0.836000
6.464000	1.776000	1.236000
6.112000	1.580000	0.719000
6.353000	3.635000	1.006000
6.736000	3.622000	1.045000
6.367000	3.643000	1.007000
6.288000	3.632000	1.020000
6.439000	3.628000	0.796000
6.930000	3.655000	1.393000
6.376000	3.703000	1.002000
6.176000	3.699000	1.048000
7.008000	3.669000	1.081000
6.926000	3.626000	1.151000
6.459000	3.662000	1.006000
6.337000	3.651000	0.933000
6.694000	3.607000	1.006000
6.399000	3.661000	0.999000
6.349000	3.764000	0.996000
6.827000	3.615000	1.138000
6.391000	3.953000	0.997000
6.321000	3.601000	0.899000
6.338000	3.824000	0.958000
6.353000	3.927000	0.995000
6.445000	3.691000	1.009000
6.221000	3.641000	1.264000
6.700000	3.914000	1.037000
6.602000	3.614000	1.060000
6.334000	3.620000	0.979000
6.396000	3.727000	0.986000
6.419000	3.679000	1.010000
6.178000	3.667000	0.976000
6.340000	3.733000	1.004000
6.199000	1.556000	0.919000
7.058000	1.517000	0.614000
6.637000	3.752000	1.013000
6.248000	3.674000	0.938000
6.174000	3.664000	1.048000
5.943000	3.668000	0.905000
5.408000	3.769000	1.006000
4.984000	3.667000	1.021000
4.766000	3.663000	1.091000
4.699000	3.749000	1.138000
4.487000	3.650000	1.018000
4.809000	4.101000	1.071000
4.303000	3.972000	1.031000
4.237000	3.697000	1.057000
4.406000	3.718000	0.922000
4.295000	3.690000	1.116000
4.661000	3.672000	0.724000
4.262000	3.627000	1.012000
4.254000	3.676000	1.036000
4.347000	3.682000	0.964000
4.263000	3.686000	1.019000
4.292000	3.682000	1.025000
4.554000	3.678000	1.071000
4.446000	3.679000	1.014000
5.305000	3.642000	1.014000
5.371000	3.649000	1.011000
6.027000	3.788000	1.015000
6.075000	3.647000	1.042000
6.012000	3.635000	1.035000
7.450000	3.716000	0.771000
6.331000	3.761000	0.932000
6.036000	3.625000	1.022000
6.328000	3.655000	1.020000
6.905000	3.776000	1.006000
5.964000	3.753000	0.984000
6.238000	3.630000	0.916000
6.641000	4.068000	1.025000
5.792000	3.646000	0.974000
5.709000	3.670000	1.012000
5.884000	3.678000	0.991000
6.061000	3.675000	0.983000
5.808000	3.692000	0.991000
5.358000	3.679000	1.017000
5.850000	3.611000	1.013000
5.242000	3.635000	1.019000
5.271000	3.983000	0.998000
5.540000	3.668000	0.991000
5.901000	3.739000	1.016000
5.100000	3.722000	0.990000
5.155000	3.620000	0.971000
5.535000	3.589000	1.025000
5.217000	3.588000	0.928000
5.094000	3.606000	0.985000
5.326000	3.636000	1.005000
5.508000	3.743000	1.566000
4.931000	3.625000	1.001000
4.934000	3.630000	1.000000
5.217000	3.615000	0.914000
5.247000	3.606000	1.042000
6.525000	3.624000	1.016000
5.970000	3.634000	1.037000
6.538000	3.708000	0.996000
5.837000	3.741000	0.953000
5.733000	1.518000	0.511000
5.501000	1.543000	0.824000
6.525000	3.663000	0.884000
5.837000	3.657000	1.017000
5.775000	3.669000	0.942000
6.224000	3.637000	1.066000
5.670000	3.662000	1.048000
5.624000	3.662000	0.999000
5.429000	3.638000	1.018000
6.108000	3.701000	0.942000
5.918000	2.995000	0.722000
6.295000	1.539000	0.685000
