framenum	recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
265	13.564000	0.210000	3.711000	0.716000	19.877001	50.309402	133.275482	
266	14.554000	0.319000	4.766000	0.520000	21.760000	45.955883	124.129570	
267	15.144000	0.435000	7.336000	0.578000	25.077000	39.877178	122.260544	
268	11.201000	0.428000	3.740000	0.419000	18.444000	54.218174	147.444199	
269	13.251000	0.923000	3.728000	1.123000	21.068001	47.465347	128.097855	
270	16.817993	0.350000	7.470000	0.730000	27.799988	35.971237	103.248993	
271	10.670000	0.560000	3.694000	1.831000	19.774000	50.571457	161.570816	
272	15.952000	0.217000	3.708000	0.387000	21.327999	46.886723	117.957245	
273	14.904000	0.197000	3.689000	1.069000	23.197001	43.109020	114.998749	
274	14.412000	0.632000	3.697000	1.084000	22.809999	43.840424	114.733894	
275	16.739000	0.191000	3.728000	1.136000	24.657000	40.556435	103.318382	
276	17.561001	0.667000	5.038000	0.380000	26.118999	38.286304	95.755623	
277	15.926000	0.157000	3.697000	0.333000	22.180000	45.085663	108.570419	
278	16.337000	0.203000	3.697000	1.093000	23.959999	41.736229	102.903076	
279	15.000000	0.408000	3.698000	0.331000	22.802999	43.853878	109.427681	
280	17.643000	0.178000	3.604000	0.315000	22.816999	43.826973	103.930077	
281	17.613001	0.318000	3.651000	0.370000	22.906000	43.656685	105.283600	
282	17.462999	0.210000	3.297000	0.330000	23.450001	42.643921	98.466789	
283	17.062000	0.387000	3.493000	0.359000	23.400000	42.735043	101.688179	
284	18.235001	0.183000	3.003000	0.340000	24.184000	41.349651	93.227448	
285	18.594999	0.174000	2.886000	0.342000	24.350000	41.067760	91.460335	
286	19.184000	0.621000	2.928000	0.485000	24.516001	40.789688	92.945389	
287	18.830000	0.189000	2.997000	0.367000	24.194000	41.332561	94.151299	
288	18.148001	0.646000	2.727000	0.373000	24.761000	40.386093	90.317520	
289	21.021999	0.148000	2.490000	0.477000	25.784000	38.783741	85.416374	
290	21.551001	0.162000	2.501000	4.328000	29.437000	33.970852	86.026321	
291	16.709000	0.221000	3.605000	3.922000	25.430000	39.323631	111.250595	
292	16.489000	0.211000	3.694000	0.359000	21.893000	45.676701	112.451942	
293	20.273001	0.205000	3.748000	0.660000	26.198000	38.170853	89.549629	
294	19.087000	0.614000	5.548000	0.527000	26.722000	37.422348	95.428421	
295	17.264999	2.881000	2.496000	0.502000	22.198999	45.047077	101.486610	
296	20.650000	0.396000	1.674000	1.704000	27.388000	36.512341	79.455124	
297	19.174000	0.199000	3.704000	0.356000	25.309999	39.510075	93.269920	
298	17.688999	0.183000	3.696000	0.372000	23.924000	41.799030	98.356453	
299	19.238001	0.190000	4.014000	1.130000	25.712000	38.892345	95.275505	
300	17.642000	0.191000	3.439000	0.868000	26.075001	38.350910	91.633110	
301	16.756001	0.315000	3.665000	0.610000	23.313000	42.894524	106.802643	
302	16.107000	0.196000	3.712000	1.100000	23.337000	42.850410	107.450165	
303	17.497000	0.243000	3.705000	0.861000	23.724001	42.151405	104.531281	
304	14.420000	0.421000	3.693000	0.491000	25.124001	39.802578	98.640694	
305	17.886999	0.274000	3.719000	0.373000	23.336000	42.852245	104.436508	
306	17.285999	0.246000	3.715000	0.402000	23.639000	42.302975	108.692062	
307	16.959999	0.224000	3.754000	1.163000	25.667999	38.959015	99.772644	
308	16.559999	0.568000	3.669000	0.749000	23.073000	43.340702	105.633568	
309	17.246000	0.462000	3.718000	1.128000	24.584000	40.676865	100.005424	
310	17.510010	0.470000	3.706000	1.123000	23.398010	42.738678	106.248413	
311	17.566999	0.260000	3.708000	0.485000	23.721001	42.156738	101.738693	
312	17.436001	0.390000	6.989000	0.408000	26.596001	37.599640	104.489792	
313	15.118000	0.211000	3.718000	0.656000	21.816999	45.835815	118.282738	
314	16.797001	0.200000	3.771000	0.645000	24.174999	41.365047	100.842545	
315	16.825001	0.507000	3.695000	0.388000	24.278000	41.189556	99.794266	
316	17.413000	0.196000	3.730000	1.064000	24.316999	41.123493	102.639488	
