framenum	drawtime	copytime
275	6.152000	1.329000
276	5.585000	1.094000
277	5.572000	0.985000
278	5.858000	1.401000
279	5.186000	1.196000
280	6.641000	0.869000
281	6.280029	1.094000
282	6.693000	1.266000
283	7.564000	1.117000
284	8.388000	1.006000
285	6.523000	1.067000
286	6.234000	0.864000
287	6.691000	1.252000
288	6.229000	1.087000
289	6.200000	1.109000
290	6.148000	1.092000
291	6.464000	1.086000
292	8.124000	1.157000
293	7.059000	1.113000
294	7.711000	1.276000
295	7.829000	1.080000
296	6.590000	1.220000
297	6.645000	1.122000
298	6.327000	1.107000
299	6.344000	1.619000
300	5.220000	1.093000
301	5.117000	1.398000
302	6.352000	1.064000
303	5.285000	1.080000
304	6.214000	1.088000
305	5.000000	1.095000
306	5.215000	1.257000
307	4.743000	1.054000
308	4.903000	1.026000
309	5.120000	1.108000
310	5.035000	1.071000
311	5.824000	1.508000
312	5.582000	1.110000
313	5.755000	1.248000
314	5.316000	1.125000
315	5.087000	1.083000
316	5.247000	1.029000
317	4.596000	1.115000
318	4.691000	1.534000
319	4.509000	1.081000
320	4.809000	0.851000
321	5.466000	0.816000
322	6.020000	0.966000
323	6.900000	1.232000
324	7.578000	1.120000
325	7.853000	1.120000
326	7.637000	1.181000
327	7.880000	1.036000
328	8.123000	1.006000
329	7.636000	1.159000
330	8.821000	2.034000
331	7.805000	1.061000
332	8.230000	0.935000
333	7.518000	0.847000
334	7.499000	0.865000
335	8.105000	1.108000
336	7.163000	1.264000
337	7.834000	1.032000
338	7.499000	0.862000
339	7.205000	0.852000
340	7.912000	0.832000
341	7.732000	0.830000
342	8.940000	1.002000
343	9.901000	1.062000
344	9.960000	1.003000
345	10.827000	0.855000
346	10.244000	0.859000
347	10.869000	1.211000
348	11.041000	1.019000
349	9.910000	1.018000
350	10.813000	0.887000
351	10.664000	1.109000
352	10.806000	1.092000
353	10.630000	0.900000
354	12.124000	1.118000
355	11.352000	0.980000
356	11.868000	1.032000
357	10.867000	0.857000
358	10.279000	0.888000
359	10.681000	0.859000
360	9.507000	1.181000
361	10.481000	1.056000
362	9.643000	1.083000
363	9.782000	0.997000
364	9.293000	1.071000
365	9.054000	0.872000
366	9.867000	0.840000
367	8.856000	0.849000
368	9.577000	1.198000
369	8.968000	0.958000
370	9.402000	1.126000
371	10.062000	1.090000
372	9.082000	1.072000
373	10.006000	1.040000
374	9.373000	1.160000
375	10.206000	1.158000
376	10.066000	1.121000
377	9.910000	1.254000
378	10.767000	1.029000
379	9.535000	0.868000
380	10.407000	0.971000
381	9.484000	0.871000
382	10.601000	1.369000
383	9.413000	0.889000
384	9.493000	1.407000
385	9.580000	1.064000
386	9.666000	1.142000
387	9.695000	1.087000
388	9.095000	1.090000
389	9.660000	1.077000
390	9.810000	1.009000
391	10.594000	1.103000
392	9.737000	0.939000
393	10.685000	1.433000
394	10.199000	0.964000
395	10.422000	1.171000
396	10.596000	1.285000
397	10.358000	1.276000
398	10.188000	1.026000
399	9.917000	1.033000
400	10.102000	1.007000
401	9.827000	1.067000
402	10.954000	1.053000
403	9.660000	1.034000
404	10.718000	1.079000
405	9.906000	1.025000
406	11.055000	1.020000
407	9.679000	1.028000
408	9.886000	1.106000
409	9.847000	1.003000
410	11.036000	1.043000
411	10.206000	0.982000
412	10.600000	1.288000
413	9.846000	1.107000
414	10.722000	1.283000
415	9.835000	1.135000
416	9.882000	1.043000
417	10.247000	1.097000
418	9.830000	1.059000
419	10.655000	1.083000
420	10.081000	1.048000
421	10.747000	1.116000
422	10.064000	1.164000
423	10.310000	1.251000
424	10.555000	1.112000
425	10.457000	1.154000
426	10.309000	1.068000
427	10.326000	1.263000
428	10.504000	1.318000
429	9.509000	1.112000
430	10.613000	0.975000
431	9.493000	0.960000
432	10.440000	1.175000
433	9.547000	1.083000
434	11.046000	1.041000
435	9.657000	1.073000
436	10.334000	1.563000
437	9.729000	1.079000
438	10.265000	1.299000
439	10.099000	1.071000
440	10.021000	1.190000
441	9.687000	1.121000
442	9.619000	1.054000
443	9.756000	1.075000
444	9.669000	1.028000
445	10.416000	1.067000
446	9.652000	1.095000
447	10.400000	1.424000
448	9.706000	1.064000
449	10.241000	1.255000
450	9.954000	1.070000
451	10.403000	1.258000
452	9.673000	1.102000
453	9.938000	1.061000
454	10.621000	1.070000
455	9.637000	1.134000
456	9.768000	1.035000
457	9.738000	1.049000
458	10.897000	1.370000
459	9.770000	1.136000
460	10.043000	1.067000
461	9.894000	1.077000
462	10.427000	1.153000
463	9.831000	1.160000
464	10.412000	1.243000
465	9.904000	1.106000
466	10.481000	1.233000
467	10.250000	1.082000
468	10.469000	1.241000
469	10.803000	1.325000
470	9.963000	1.088000
471	10.181000	1.110000
472	9.982000	0.988000
473	9.734000	0.911000
474	9.824000	1.025000
475	10.732000	1.051000
476	9.951000	1.114000
477	10.378000	1.257000
478	9.755000	0.903000
479	10.540000	1.230000
480	9.931000	1.145000
481	9.795000	1.171000
482	10.199000	1.959000
483	10.058000	1.094000
484	11.043000	0.972000
485	9.844000	1.141000
486	11.038000	1.108000
487	9.935000	1.087000
488	10.620000	1.231000
489	11.133000	1.170000
490	10.386000	1.217000
491	9.789000	1.179000
492	10.594000	1.338000
493	9.926000	1.134000
494	9.874000	1.142000
495	10.796000	1.119000
496	9.910000	1.128000
497	10.286000	1.107000
498	10.096000	1.114000
499	11.078000	1.396000
500	9.983000	1.109000
501	10.568000	1.383000
502	9.885000	1.073000
503	10.497000	1.211000
504	9.935000	1.089000
505	10.621000	1.227000
506	9.919000	1.063000
507	9.821000	1.112000
508	11.047000	1.027000
509	9.739000	0.867000
510	10.703000	1.134000
511	10.043000	1.043000
512	10.522000	1.213000
513	9.937000	1.142000
514	10.582000	0.896000
515	10.058000	0.875000
516	10.650000	1.159000
517	9.880000	1.112000
518	9.879000	1.090000
519	11.312000	0.917000
520	10.029000	1.091000
521	10.688000	1.118000
522	9.931000	1.051000
523	11.051000	1.082000
524	9.776000	1.081000
525	10.400000	1.243000
526	9.843000	1.010000
527	10.628000	1.185000
528	9.838000	1.031000
529	10.230000	1.139000
530	9.881000	1.021000
531	9.866000	1.014000
532	10.829000	1.154000
533	10.184000	1.114000
534	9.907000	1.530000
535	9.973000	1.102000
536	11.196000	1.101000
537	9.909000	1.077000
538	10.441000	1.112000
539	10.305000	1.019000
540	10.412000	1.139000
541	9.952000	1.103000
542	9.983000	1.172000
543	10.269000	1.071000
544	9.851000	0.970000
545	10.800000	1.097000
546	10.045000	1.046000
547	10.027000	0.896000
548	9.700000	0.886000
549	10.410000	0.985000
550	9.844000	1.089000
551	10.005000	0.919000
552	9.766000	0.817000
553	10.133000	0.993000
554	9.817000	1.001000
555	10.044000	0.956000
556	10.475000	0.986000
557	9.800000	0.820000
558	9.922000	0.818000
559	10.747000	1.086000
560	9.772000	0.859000
561	9.750000	0.883000
562	10.207000	1.039000
563	10.538000	1.194000
564	9.757000	0.879000
565	10.121000	1.063000
566	9.898000	1.384000
567	9.885000	0.843000
568	11.613000	1.079000
569	9.753000	1.033000
570	10.482000	1.115000
571	10.245000	0.993000
572	9.906000	1.029000
573	9.834000	1.136000
574	9.925000	1.034000
575	11.081000	0.919000
576	9.891000	0.976000
577	10.436000	1.161000
578	9.576000	1.098000
579	10.330000	1.190000
580	10.294000	1.298000
581	9.873000	1.096000
582	9.366000	1.080000
583	9.378000	1.098000
584	10.341000	0.902000
585	9.203000	1.051000
586	10.127000	1.095000
587	9.397000	0.882000
588	9.793000	1.099000
589	9.381000	0.857000
590	9.216000	1.043000
591	9.513000	1.079000
592	9.216000	1.068000
593	10.745000	1.605000
594	9.360000	0.698000
595	9.303000	1.033000
596	10.511000	1.103000
597	9.295000	0.998000
598	10.224000	1.029000
599	9.579000	1.065000
600	9.514000	1.158000
601	8.945000	0.944000
602	9.658000	1.023000
603	9.627000	1.347000
604	9.213000	0.952000
605	9.334000	0.848000
606	9.493000	0.904000
607	10.430000	0.811000
608	9.885000	0.896000
609	10.413000	1.049000
610	9.706000	1.176000
611	9.907000	1.074000
612	9.928000	1.123000
613	9.871000	0.906000
614	10.198000	1.093000
615	9.884000	0.982000
616	9.958000	1.430000
617	9.815000	0.897000
618	10.246000	1.068000
619	9.865000	0.938000
620	10.475000	1.121000
621	9.815000	0.987000
622	10.609000	1.144000
623	9.810000	0.900000
624	9.802000	0.779000
625	10.348000	1.039000
626	9.858000	1.102000
627	10.780000	0.960000
628	9.443000	0.908000
629	10.026000	1.113000
630	10.211000	0.883000
631	9.696000	1.626000
632	9.519000	1.116000
633	9.238000	0.884000
634	10.849000	1.148000
635	9.342000	0.985000
636	9.988000	1.006000
637	9.268000	0.868000
638	9.309000	1.188000
639	9.333000	1.170000
640	9.459000	1.098000
641	11.093000	0.919000
642	9.575000	1.072000
643	10.051000	1.097000
644	9.338000	0.943000
645	9.288000	1.124000
646	9.442000	1.606000
647	9.347000	1.207000
648	9.371000	1.951000
649	9.423000	1.102000
650	10.379000	1.225000
651	10.874000	1.064000
652	10.663000	1.223000
653	9.720000	1.109000
654	9.656000	1.522000
655	9.549000	0.900000
656	9.598000	1.097000
657	9.558000	0.992000
658	9.369000	0.929000
659	9.890000	1.080000
660	9.509000	1.075000
661	10.428000	1.084000
662	9.506000	0.870000
663	10.274000	1.072000
664	9.403000	0.834000
665	9.432000	0.912000
666	9.475000	1.137000
667	9.544000	1.091000
668	10.293000	0.880000
669	9.608000	1.127000
670	10.267000	1.280000
671	10.410000	1.105000
672	9.249000	1.091000
673	8.964000	0.980000
674	8.349000	0.994000
675	9.102000	2.224000
676	8.468000	1.059000
677	8.764000	1.443000
678	8.545000	0.887000
679	8.704000	1.169000
680	8.896000	1.019000
681	8.041000	0.837000
682	8.854000	1.061000
683	8.896000	0.872000
684	9.605000	0.830000
685	9.254000	1.164000
686	8.881000	1.054000
687	8.733000	0.896000
688	8.518000	0.870000
689	9.478000	1.413000
690	8.636000	0.985000
691	9.414000	0.822000
692	8.496000	0.886000
693	8.918000	1.287000
694	8.656000	1.034000
695	8.646000	1.084000
696	9.913000	1.084000
697	9.304000	1.094000
698	10.214000	1.121000
699	9.982000	1.087000
700	11.253000	1.082000
701	10.415000	1.088000
702	10.867000	1.256000
703	10.132000	1.080000
704	10.691000	1.284000
705	10.069000	1.099000
706	10.799000	1.255000
707	9.981000	1.115000
708	9.951000	1.133000
709	9.952000	1.105000
710	10.143000	1.109000
711	10.237000	1.017000
712	10.078000	1.119000
713	10.882000	1.255000
714	10.010000	1.075000
715	10.307000	1.087000
716	9.784000	1.121000
717	9.858000	1.281000
718	9.651000	0.979000
719	9.358000	1.103000
720	9.525000	1.114000
721	9.494000	1.106000
722	9.519000	1.654000
723	9.368000	1.121000
724	9.999000	1.255000
725	9.744000	1.106000
726	9.748000	1.304000
727	9.356000	0.908000
728	9.347000	1.053000
729	9.874000	1.038000
730	9.520000	1.127000
731	9.986000	1.065000
732	9.456000	1.080000
733	11.456000	1.091000
734	9.174000	1.096000
735	9.441000	1.170000
736	9.025000	0.895000
737	9.520000	1.079000
738	9.976000	1.103000
739	9.195000	1.046000
740	9.374000	1.115000
741	9.048000	1.079000
742	10.101000	1.100000
743	9.472000	1.071000
744	10.151000	1.057000
745	9.179000	1.102000
746	9.313000	1.029000
747	9.018000	1.250000
748	9.044000	1.363000
749	9.263000	0.959000
750	9.110000	1.118000
751	10.308000	1.096000
752	9.836000	0.964000
753	9.850000	1.143000
754	9.541000	1.170000
755	9.734000	1.448000
756	9.199000	1.100000
757	9.085000	1.485000
758	9.451000	1.111000
759	9.142000	1.105000
760	9.987000	1.537000
761	9.130000	1.135000
762	9.020000	1.161000
763	9.138000	1.096000
764	10.071000	1.072000
765	9.170000	1.371000
766	9.691000	1.230000
767	9.930000	1.519000
768	9.583000	1.296000
769	9.453000	1.102000
770	9.133000	1.384000
771	10.766000	1.047000
772	8.972000	0.888000
773	9.251000	0.983000
774	9.054000	1.294000
775	9.420000	1.439000
776	9.374000	1.129000
777	9.462000	1.057000
778	9.024000	0.884000
779	9.096000	1.086000
780	8.746000	0.787000
781	9.619000	1.212000
782	10.677000	0.888000
783	9.509000	1.090000
784	9.926000	1.221000
785	10.284000	1.115000
786	9.507000	1.019000
787	10.052000	1.247000
788	9.770000	1.131000
789	10.562000	1.282000
790	9.823000	1.221000
791	11.146000	0.809000
792	9.597000	0.918000
793	9.754000	1.424000
794	9.974000	0.994000
795	9.797000	0.989000
796	10.406000	0.909000
797	9.735000	1.082000
798	10.313000	1.436000
799	9.632000	0.936000
800	10.465000	1.273000
801	9.746000	1.099000
802	9.607000	0.903000
803	9.890000	0.886000
804	9.806000	1.133000
805	11.010000	1.094000
806	10.247000	0.853000
807	9.923000	1.117000
808	9.989000	1.090000
809	10.403000	1.171000
810	9.707000	0.850000
811	9.692000	0.890000
812	10.888000	0.967000
813	9.842000	0.901000
814	10.390000	1.391000
815	9.817000	1.117000
816	10.353000	1.103000
817	9.731000	0.821000
818	9.877000	1.126000
819	10.491000	0.949000
820	10.121000	0.978000
821	10.974000	1.494000
822	9.860000	1.076000
823	10.780000	1.245000
824	9.718000	1.145000
825	9.855000	1.134000
826	10.157000	0.858000
827	10.099000	1.106000
828	9.099000	1.244000
829	10.044000	1.327000
830	9.306000	1.005000
831	10.474000	1.014000
832	9.315000	0.990000
833	9.560000	1.012000
834	9.333000	1.022000
835	10.482000	0.985000
836	9.654000	1.030000
837	10.186000	1.207000
838	9.259000	1.005000
839	9.833000	1.261000
840	9.398000	1.035000
841	9.639000	1.016000
842	9.745000	1.063000
843	9.517000	0.959000
844	11.333000	1.686000
845	10.074000	0.926000
846	10.933000	0.795000
847	10.226000	0.832000
848	10.347000	1.102000
849	10.123000	0.860000
850	9.813000	0.948000
851	10.959000	1.013000
852	10.038000	0.966000
853	9.920000	0.831000
854	9.352000	1.224000
855	10.030000	1.224000
856	9.259000	0.792000
857	9.524000	1.021000
858	9.391000	1.009000
859	9.356000	1.046000
860	9.594000	1.029000
861	9.245972	1.029000
862	9.762000	1.056000
863	9.606000	1.030000
864	9.819000	0.968000
865	8.969000	0.946000
866	9.383000	1.189000
867	9.664000	1.038000
868	9.941000	1.198000
869	10.362000	0.979000
870	10.127000	1.058000
871	9.623000	1.102000
872	10.542000	0.841000
873	9.703000	0.979000
874	10.063000	1.249000
875	9.552000	1.034000
876	9.651000	1.169000
877	9.660000	1.102000
878	9.892000	1.095000
879	10.370000	1.057000
880	9.609000	1.077000
881	10.351000	1.106000
882	9.515991	1.008000
883	10.086000	1.234000
884	9.606000	1.099000
885	9.831000	1.060000
886	9.387000	0.844000
887	9.527000	1.020000
888	10.525000	0.836000
889	9.543000	0.843000
890	10.257000	0.847000
891	9.433000	0.835000
892	10.414000	1.212000
893	10.666000	1.120000
894	9.871000	0.950000
895	10.716000	0.988000
896	10.209000	1.121000
897	10.379000	1.082000
898	10.334000	1.104000
899	10.663000	1.091000
900	10.291000	1.074000
901	11.700000	0.997000
902	10.451000	1.074000
903	10.979000	1.294000
904	10.135000	1.098000
905	10.902000	1.091000
906	9.995000	0.874000
907	10.704000	1.092000
908	11.678000	1.530000
909	10.198000	1.072000
910	11.534000	1.066000
911	10.444000	1.058000
912	10.987000	0.810000
913	9.727000	0.894000
914	9.142000	1.040000
915	8.540000	1.120000
916	8.131000	1.175000
917	8.933000	1.198000
918	8.145000	1.106000
919	8.329000	1.078000
920	8.082000	1.077000
921	8.030000	1.208000
922	7.902000	1.075000
923	7.761000	1.184000
924	8.542000	1.098000
925	7.655000	1.155000
926	7.896000	1.142000
927	7.398000	1.108000
928	7.850000	1.102000
929	7.109000	1.249000
930	7.049000	1.117000
931	7.906000	1.062000
932	7.074000	1.126000
933	7.805000	1.183000
934	7.592000	0.903000
935	7.973000	0.875000
936	8.973000	1.105000
937	7.849000	1.107000
938	7.460000	0.863000
939	7.537000	1.101000
940	7.299000	1.119000
941	6.794000	1.183000
942	5.530000	1.112000
943	6.240000	0.890000
944	5.808000	1.117000
945	7.078000	0.722000
946	7.028000	1.213000
947	6.130000	0.855000
948	6.324000	0.862000
949	6.013000	0.824000
950	5.876000	0.763000
951	6.771000	1.015000
952	5.660000	1.100000
953	5.674000	1.029000
954	7.185000	0.803000
955	6.955000	0.852000
956	7.646000	1.706000
957	8.463000	1.118000
958	10.108000	0.701000
959	9.216000	1.049000
960	9.085000	1.079000
961	9.459000	1.038000
962	9.484000	0.988000
963	10.398000	0.904000
964	9.549000	1.035000
965	9.698000	1.026000
966	11.047000	0.823000
967	10.030000	1.126000
968	10.414000	0.877000
969	10.149000	1.096000
970	10.423000	1.107000
971	10.135000	0.916000
972	10.443000	1.266000
973	10.186000	1.026000
974	9.712000	1.086000
975	8.704000	1.119000
976	7.667000	1.139000
977	8.558000	1.114000
978	7.087000	1.119000
979	7.184000	1.224000
980	6.727000	1.092000
981	6.727000	1.095000
982	6.807000	1.094000
983	6.836000	1.054000
984	7.749000	1.349000
985	6.959000	1.083000
986	7.782000	1.097000
987	6.980000	1.109000
988	8.041000	1.053000
989	6.988000	1.141000
990	7.282000	1.277000
991	7.253000	1.048000
992	6.187000	1.094000
993	6.217000	1.098000
994	6.127000	1.092000
995	6.368000	1.273000
996	6.502000	1.054000
997	6.216000	1.094000
998	6.148987	1.035000
999	6.440000	0.887000
